Sat1.Earth.RadPer         Sat1.Earth.RadApo         Sat1.Earth.Energy         Sat1.Earth.SMA            Sat1.Earth.SemilatusRectum   Sat1.EarthMJ2000Eq.HX     Sat1.EarthMJ2000Eq.HY     Sat1.EarthMJ2000Eq.HZ     Sat1.EarthMJ2000Eq.X      Sat1.EarthMJ2000Eq.Y      Sat1.EarthMJ2000Eq.Z      Sat1.EarthMJ2000Eq.VX     Sat1.EarthMJ2000Eq.VY     Sat1.EarthMJ2000Eq.VZ     
7000.000000001774         32999.99999996032         -9.965011037509445        19999.99999998105         11549.99999999999            0                         -47978.30290519349        47978.30290519349         -4981.127397528977        9845.440860160672         9845.440860160672         -5.531290478648382        1.300848154561032         1.300848154561032         
7000.000000001728         32999.99999996222         -9.965011037508981        19999.99999998197         11550.00000000004            0                         -47978.30290519359        47978.30290519359         -6351.652618316522        10135.93108748954         10135.93108748954         -5.370935994159625        1.01723670911933          1.01723670911933          
7000.000000001693         32999.99999996379         -9.965011037508599        19999.99999998274         11550.00000000009            0                         -47978.3029051937         47978.3029051937          -7805.864854356318        10378.33330672647         10378.33330672647         -5.186685140692578        0.7495446502246438        0.7495446502246438        
7000.000000001679         32999.99999996507         -9.965011037508283        19999.99999998337         11550.00000000014            0                         -47978.3029051938         47978.3029051938          -9345.225732315363        10566.12786141133         10566.12786141133         -4.980747148387967        0.4974634581546396        0.4974634581546396        
7000.000000001657         32999.99999996601         -9.965011037508056        19999.99999998383         11550.00000000018            0                         -47978.30290519388        47978.30290519388         -10970.65683506198        10691.62569604898         10691.62569604898         -4.754865290568793        0.2605985274797536        0.2605985274797536        
7000.000000001653         32999.99999996666         -9.965011037507894        19999.99999998416         11550.00000000021            0                         -47978.30290519395        47978.30290519395         -12680.94417924473        10745.72502098918         10745.72502098918         -4.510508105008118        0.03867037731850459       0.03867037731850459       
7000.000000001672         32999.99999996708         -9.965011037507786        19999.99999998437         11550.00000000026            0                         -47978.30290519405        47978.30290519405         -14470.80557167695        10717.99216586088         10717.99216586088         -4.249104865600964        -0.168368666947628        -0.168368666947628        
7000.000000001692         32999.99999996725         -9.965011037507738        19999.99999998447         11550.0000000003             0                         -47978.30290519414        47978.30290519414         -16328.6542946926         10597.20092732389         10597.20092732389         -3.972311184293412        -0.3602821783846025       -0.3602821783846025       
7000.000000001726         32999.99999996723         -9.965011037507733        19999.99999998448         11550.00000000034            0                         -47978.30290519421        47978.30290519421         -18226.68345895478        10373.61383416867         10373.61383416867         -3.68346379484684         -0.5358886024057679       -0.5358886024057679       
7000.000000001766         32999.99999996713         -9.965011037507749        19999.99999998445         11550.00000000039            0                         -47978.30290519432        47978.30290519432         -20141.79500610212        10038.53764902557         10038.53764902557         -3.384421563288173        -0.6952538052199165       -0.6952538052199165       
7000.000000001801         32999.99999996697         -9.965011037507779        19999.99999998439         11550.00000000044            0                         -47978.30290519442        47978.30290519442         -22050.21350794894        9583.816423475582         9583.816423475582         -3.076258511728747        -0.8388130142578543       -0.8388130142578543       
7000.000000001848         32999.99999996686         -9.965011037507796        19999.99999998435         11550.00000000049            0                         -47978.30290519453        47978.30290519453         -23924.75803754724        9002.08808279766          9002.08808279766          -2.759620416781702        -0.9670299194637441       -0.9670299194637441       
7000.000000001903         32999.99999996679         -9.965011037507798        19999.99999998435         11550.00000000056            0                         -47978.30290519467        47978.30290519467         -25730.28323043375        8288.856550312285         8288.856550312285         -2.435509094530434        -1.08007817655035         -1.08007817655035         
7000.000000001961         32999.99999996681         -9.965011037507779        19999.99999998439         11550.00000000064            0                         -47978.30290519484        47978.30290519484         -27428.07445764919        7442.520085574626         7442.520085574626         -2.10468453664586         -1.178141251486864        -1.178141251486864        
7000.000000002028         32999.99999996692         -9.965011037507736        19999.99999998447         11550.00000000074            0                         -47978.30290519504        47978.30290519504         -28981.12425831775        6461.757421392362         6461.757421392362         -1.766628668330775        -1.261606577814883        -1.261606577814883        
7000.000000002117         32999.9999999671          -9.96501103750767         19999.99999998461         11550.00000000086            0                         -47978.30290519531        47978.30290519531         -30349.52101781366        5346.45230785763          5346.45230785763          -1.420139086890442        -1.330683175622664        -1.330683175622664        
7000.000000002223         32999.99999996733         -9.965011037507587        19999.99999998478         11550.00000000102            0                         -47978.30290519563        47978.30290519563         -31482.3432917458         4106.56332422348          4106.56332422348          -1.065707313047817        -1.384963880706697        -1.384963880706697        
7000.000000002352         32999.99999996761         -9.965011037507484        19999.99999998498         11550.00000000122            0                         -47978.30290519605        47978.30290519605         -32332.40689917458        2753.544997960643         2753.544997960643         -0.7024570782126676       -1.424083764465335        -1.424083764465335        
7000.000000002545         32999.99999996798         -9.965011037507345        19999.99999998526         11550.00000000149            0                         -47978.30290519662        47978.30290519662         -32853.02216510069        1300.521539785918         1300.521539785918         -0.3283640600779845       -1.447393732400262        -1.447393732400262        
7000.000000002789         32999.99999996847         -9.965011037507162        19999.99999998563         11550.00000000187            0                         -47978.30290519739        47978.30290519739         -32995.30848072534        -232.7674628776203        -232.7674628776203        0.05860590285244338       -1.453681252469574        -1.453681252469574        
7000.000000003122         32999.99999996917         -9.965011037506903        19999.99999998615         11550.00000000236            0                         -47978.30290519842        47978.30290519842         -32715.39154622015        -1806.609620655744        -1806.609620655744        0.4573879763359615        -1.441278222825532        -1.441278222825532        
7000.000000003454         32999.99999997004         -9.965011037506605        19999.99999998675         11550.00000000286            0                         -47978.30290519946        47978.30290519946         -32001.80086653091        -3352.832989471415        -3352.832989471415        0.8610231236553055        -1.409028084374749        -1.409028084374749        
7000.000000003723         32999.99999997093         -9.965011037506315        19999.99999998733         11550.00000000329            0                         -47978.30290520034        47978.30290520034         -30885.95933520809        -4809.02250334427         -4809.02250334427         1.263301966939169         -1.356702405222165        -1.356702405222165        
7000.000000003918         32999.99999997167         -9.965011037506081        19999.9999999878          11550.00000000359            0                         -47978.30290520097        47978.30290520097         -29414.88227717233        -6139.770842610913        -6139.770842610913        1.663167167935908         -1.283936385168864        -1.283936385168864        
7000.000000004026         32999.99999997202         -9.965011037505969        19999.99999998802         11550.00000000377            0                         -47978.30290520134        47978.30290520134         -27638.16820603841        -7323.101400105446        -7323.101400105446        2.061332065535757         -1.189766229254293        -1.189766229254293        
7000.00000000407          32999.99999997156         -9.965011037506073        19999.99999998781         11550.0000000038             0                         -47978.3029052014         47978.3029052014          -25613.32535057292        -8340.325941747604        -8340.325941747604        2.457239131338034         -1.07304019516586         -1.07304019516586         
7000.000000004025         32999.99999996991         -9.965011037506493        19999.99999998697         11550.00000000364            0                         -47978.30290520107        47978.30290520107         -23410.5269351034         -9176.357841184828        -9176.357841184828        2.848171200867515         -0.9330189292036607       -0.9330189292036607       
7000.000000003919         32999.99999996713         -9.965011037507212        19999.99999998552         11550.00000000333            0                         -47978.30290520042        47978.30290520042         -21105.34368614295        -9824.97368071938         -9824.97368071938         3.230318052267074         -0.7694976828065914       -0.7694976828065914       
7000.000000003887         32999.99999996606         -9.965011037507487        19999.99999998498         11550.00000000321            0                         -47978.30290520018        47978.30290520018         -19012.38966141042        -10249.97685358217        -10249.97685358217        3.561816677577003         -0.6032784204193546       -0.6032784204193546       
7000.000000003746         32999.99999996323         -9.965011037508228        19999.99999998349         11550.00000000284            0                         -47978.30290519942        47978.30290519942         -16722.57739485006        -10559.29084098184        -10559.29084098184        3.912896196733089         -0.3983174229694007       -0.3983174229694007       
7000.000000003538         32999.9999999608          -9.965011037508884        19999.99999998217         11550.00000000242            0                         -47978.30290519854        47978.30290519854         -14439.62627040927        -10719.21446530246        -10719.21446530246        4.253703192650896         -0.1649589862525094       -0.1649589862525094       
7000.000000003475         32999.99999996079         -9.965011037508903        19999.99999998213         11550.00000000233            0                         -47978.30290519835        47978.30290519835         -12448.01825009423        -10742.99876839027        -10742.99876839027        4.544123636204928         0.06741729527573159       0.06741729527573159       
7000.000000003162         32999.9999999636          -9.96501103750828         19999.99999998338         11550.00000000208            0                         -47978.30290519784        47978.30290519784         -10334.52678625356        -10651.22078321802        -10651.22078321802        4.844115989916637         0.3500349921907148        0.3500349921907148        
7000.000000003028         32999.99999996629         -9.965011037507644        19999.99999998466         11550.00000000207            0                         -47978.3029051978         47978.3029051978          -8522.097762533025        -10474.25883108336        -10474.25883108336        5.092022410058545         0.6285844096958665        0.6285844096958665        
7000.000000002904         32999.99999996979         -9.965011037506804        19999.99999998635         11550.0000000021             0                         -47978.30290519788        47978.30290519788         -6851.387913904421        -10226.61634747722        -10226.61634747722        5.308997715468198         0.9216789356960784        0.9216789356960784        
7000.000000002771         32999.99999997406         -9.965011037505771        19999.99999998842         11550.00000000218            0                         -47978.30290519804        47978.30290519804         -5305.491908303266        -9919.900449814988        -9919.900449814988        5.494780653168376         1.230682146095246         1.230682146095246         
7000.000000002327         32999.99999998869         -9.965011037502236        19999.99999999551         11550.00000000247            0                         -47978.30290519865        47978.30290519865         -3717.0353240892          -9519.318314404367        -9519.318314404367        5.662711502435357         1.594510111516035         1.594510111516035         
7000.000000002158         32999.9999999947          -9.965011037500783        19999.99999999843         11550.00000000261            0                         -47978.30290519894        47978.30290519894         -2395.647596552866        -9112.047041823218        -9112.047041823218        5.775636911231605         1.940841521567838         1.940841521567838         
7000.000000001713         33000.00000001137         -9.96501103749674         20000.00000000654         11550.00000000303            0                         -47978.30290519981        47978.30290519981         -1060.013568817958        -8621.766295934756        -8621.766295934756        5.852519807798109         2.340305061123725         2.340305061123725         
7000.00000000119          33000.00000003118         -9.965011037491934        20000.00000001619         11550.00000000353            0                         -47978.30290520084        47978.30290520084         178.7833931130596         -8083.922576022786        -8083.922576022786        5.873876311903242         2.765030744931406         2.765030744931406         
7000.000000000714         33000.00000004992         -9.965011037487386        20000.00000002532         11550.00000000403            0                         -47978.30290520188        47978.30290520188         1307.150778846693         -7509.623480294385        -7509.623480294385        5.830596558079271         3.207524454237355         3.207524454237355         
7000.00000000062          33000.00000005393         -9.965011037486409        20000.00000002728         11550.00000000415            0                         -47978.30290520213        47978.30290520213         2209.045553272384         -6979.0955364788          -6979.0955364788          5.73276207811373          3.607353710899726         3.607353710899726         
7000.000000000565         33000.000000058           -9.965011037485411        20000.00000002928         11550.00000000433            0                         -47978.3029052025         47978.3029052025          3082.882542739156         -6388.44125999564         -6388.44125999564         5.559818588386806         4.041583895697491         4.041583895697491         
7000.000000000677         33000.00000005652         -9.965011037485752        20000.0000000286          11550.00000000439            0                         -47978.30290520262        47978.30290520262         3849.070667055584         -5790.200436804648        -5790.200436804648        5.316537778062029         4.467177931428491         4.467177931428491         
7000.000000000895         33000.00000005128         -9.965011037487002        20000.00000002609         11550.00000000436            0                         -47978.30290520256        47978.30290520256         4507.50162056048          -5195.621521824092        -5195.621521824092        5.007453096304671         4.872204976775261         4.872204976775261         
7000.000000001171         33000.00000004407         -9.965011037488729        20000.00000002262         11550.00000000429            0                         -47978.30290520243        47978.30290520243         5072.159234292728         -4603.629139198861        -4603.629139198861        4.634216302798263         5.253007341754963         5.253007341754963         
7000.000000001488         33000.00000003574         -9.965011037490726        20000.00000001862         11550.00000000422            0                         -47978.30290520228        47978.30290520228         5555.598749782194         -4010.039496936776        -4010.039496936776        4.196462589835868         5.607014396740603         5.607014396740603         
7000.000000001847         33000.00000002683         -9.965011037492857        20000.00000001434         11550.00000000416            0                         -47978.30290520214        47978.30290520214         5966.683182187844         -3409.765133845739        -3409.765133845739        3.692565793582357         5.93085299274057          5.93085299274057          
7000.000000002227         33000.000000018           -9.965011037494961        20000.00000001011         11550.00000000413            0                         -47978.3029052021         47978.3029052021          6310.86917363783          -2796.843452062002        -2796.843452062002        3.119788635384394         6.219863129547812         6.219863129547812         
7000.000000002612         33000.00000001088         -9.965011037496637        20000.00000000675         11550.00000000423            0                         -47978.30290520229        47978.30290520229         6590.421450476373         -2163.837588563325        -2163.837588563325        2.474051007583048         6.467698410378608         6.467698410378608         
7000.00000000293          33000.00000000945         -9.965011037496915        20000.00000000619         11550.00000000457            0                         -47978.302905203          47978.302905203           6804.251172657472         -1499.944914940284        -1499.944914940284        1.748425045229048         6.665797675388177         6.665797675388177         
7000.000000002947         33000.00000001714         -9.965011037494996        20000.00000001004         11550.00000000506            0                         -47978.30290520401        47978.30290520401         6938.681127166609         -840.9204956799935        -840.9204956799935        0.9923936509318425        6.794342884525053         6.794342884525053         
7000.000000002797         33000.00000002805         -9.965011037492317        20000.00000001542         11550.00000000552            0                         -47978.30290520498        47978.30290520498         6996.679736663543         -195.8209854554981        -195.8209854554981        0.2323379796000798        6.850793241529493         6.850793241529493         
7000.000000002793         33000.00000002799         -9.965011037492332        20000.00000001539         11550.00000000552            0                         -47978.30290520498        47978.30290520498         7000.000000002793         9.409717023345365e-07     9.409717023345365e-07     -1.114714397176808e-09    6.854043272169404         6.854043272169404         
