0.00097656,98.163
0.0019531,98.646
0.0029297,98.233
0.0039062,99.185
0.0048828,97.463
0.0058594,98.06
0.0068359,99.678
0.0078125,100.91
0.0087891,97.445
0.0097656,99.273
0.010742,100.31
0.011719,98.312
0.012695,100.14
0.013672,100.28
0.014648,98.4
0.015625,99.778
0.016602,98.86
0.017578,99.822
0.018555,98.772
0.019531,99.895
0.020508,98.784
0.021484,98.084
0.022461,97.728
0.023438,99.774
0.024414,97.84
0.025391,97.599
0.026367,98.913
0.027344,100.8
0.02832,99.778
0.029297,98.671
0.030273,98.428
0.03125,99.205
0.032227,98.521
0.033203,98.891
0.03418,98.216
0.035156,100.16
0.036133,99.359
0.037109,100.3
0.038086,97.551
0.039062,98.59
0.040039,97.611
0.041016,99.085
0.041992,99.062
0.042969,99.078
0.043945,97.126
0.044922,98.103
0.045898,97.039
0.046875,99.526
0.047852,99.493
0.048828,100.11
0.049805,99.396
0.050781,99.181
0.051758,98.863
0.052734,98.485
0.053711,100.27
0.054688,98.764
0.055664,97.15
0.056641,100.35
0.057617,97.721
0.058594,98.563
0.05957,100.29
0.060547,99.063
0.061523,100.59
0.0625,98.167
0.063477,98.188
0.064453,100.17
0.06543,98.113
0.066406,98.804
0.067383,98.956
0.068359,101.56
0.069336,97.99
0.070312,97.961
0.071289,99.843
0.072266,97.767
0.073242,98.096
0.074219,99.77
0.075195,99.463
0.076172,98.959
0.077148,97.892
0.078125,99.807
0.079102,99.108
0.080078,99.591
0.081055,97.431
0.082031,99.091
0.083008,98.711
0.083984,99.314
0.084961,99.786
0.085938,99.397
0.086914,98.117
0.087891,98.29
0.088867,97.622
0.089844,98.878
0.09082,97.528
0.091797,98.484
0.092773,98.908
0.09375,98.385
0.094727,101.35
0.095703,98.518
0.09668,98.515
0.097656,97.747
0.098633,99.484
0.099609,99.686
0.10059,99.568
0.10156,99.881
0.10254,99.3
0.10352,98.218
0.10449,98.581
0.10547,98.331
0.10645,98.027
0.10742,97.094
0.1084,100.99
0.10938,100.16
0.11035,99.164
0.11133,97.736
0.1123,98.667
0.11328,100.42
0.11426,98.604
0.11523,99.044
0.11621,99.588
0.11719,99.27
0.11816,98.705
0.11914,99.055
0.12012,98.542
0.12109,97.112
0.12207,99.061
0.12305,98.208
0.12402,99.595
0.125,98.656
0.12598,98.011
0.12695,98.196
0.12793,99.773
0.12891,100.13
0.12988,100.35
0.13086,98.873
0.13184,99.737
0.13281,99.14
0.13379,100.33
0.13477,101.62
0.13574,99.317
0.13672,98.942
0.1377,98.85
0.13867,99.216
0.13965,98.998
0.14062,98.306
0.1416,99.48
0.14258,98.809
0.14355,100.36
0.14453,97.66
0.14551,100.19
0.14648,98.692
0.14746,99.974
0.14844,99.391
0.14941,100.38
0.15039,99.305
0.15137,98.028
0.15234,99.117
0.15332,97.621
0.1543,98.531
0.15527,99.191
0.15625,97.998
0.15723,99.534
0.1582,100.63
0.15918,99.945
0.16016,98.17
0.16113,97.879
0.16211,99.81
0.16309,99.908
0.16406,99.89
0.16504,99.409
0.16602,98.731
0.16699,99.567
0.16797,98.742
0.16895,99.835
0.16992,101.4
0.1709,101.05
0.17188,99.965
0.17285,99.093
0.17383,98.013
0.1748,97.287
0.17578,97.715
0.17676,97.662
0.17773,99.352
0.17871,97.875
0.17969,99.676
0.18066,99.128
0.18164,97.265
0.18262,98.992
0.18359,99.789
0.18457,100.66
0.18555,97.956
0.18652,98.088
0.1875,100.16
0.18848,98.555
0.18945,98.454
0.19043,97.848
0.19141,98.173
0.19238,99.782
0.19336,99.902
0.19434,97.752
0.19531,99.601
0.19629,98.506
0.19727,99.859
0.19824,98.16
0.19922,98.897
0.2002,97.954
0.20117,99.096
0.20215,98.752
0.20312,100.53
0.2041,98.513
0.20508,100.31
0.20605,99.722
0.20703,98.508
0.20801,100.6
0.20898,99.204
0.20996,100.77
0.21094,98.845
0.21191,99.953
0.21289,99.013
0.21387,98.817
0.21484,98.932
0.21582,98.648
0.2168,99.313
0.21777,98.718
0.21875,99.698
0.21973,100.61
0.2207,97.854
0.22168,98.889
0.22266,100.17
0.22363,99.577
0.22461,100.13
0.22559,96.998
0.22656,99.831
0.22754,100.6
0.22852,99.97
0.22949,96.867
0.23047,101.32
0.23145,98.957
0.23242,98.557
0.2334,98.352
0.23438,99.722
0.23535,100.11
0.23633,100.05
0.2373,98.945
0.23828,97.193
0.23926,99.123
0.24023,99.239
0.24121,99.703
0.24219,100.92
0.24316,99.595
0.24414,98.172
0.24512,100.13
0.24609,101.6
0.24707,100.83
0.24805,99.155
0.24902,99.648
0.25,99.343
0.25098,97.872
0.25195,99.517
0.25293,99.478
0.25391,99.665
0.25488,99.211
0.25586,98.762
0.25684,99.096
0.25781,98.351
0.25879,100.59
0.25977,97.757
0.26074,98.525
0.26172,100.69
0.2627,99.104
0.26367,99.549
0.26465,99.167
0.26562,101.19
0.2666,99.782
0.26758,99.561
0.26855,97.716
0.26953,97.875
0.27051,97.295
0.27148,97.882
0.27246,99.33
0.27344,98.925
0.27441,98.593
0.27539,97.463
0.27637,101.06
0.27734,99.157
0.27832,98.356
0.2793,99.718
0.28027,98.984
0.28125,100.54
0.28223,99.278
0.2832,99.307
0.28418,100.95
0.28516,100.14
0.28613,97.6
0.28711,98.068
0.28809,99.216
0.28906,98.77
0.29004,98.853
0.29102,98.531
0.29199,99.445
0.29297,98.172
0.29395,99.314
0.29492,98.846
0.2959,98.989
0.29688,99.29
0.29785,98.879
