Sat4.Earth.SMA            Sat4.Earth.ECC            Sat4.Earth.RadPer         Sat4.Earth.Energy         Sat4.Earth.HMAG           Sat4.Earth.RMAG           Sat4.EarthMJ2000Eq.VMAG   Sat4.Earth.TA             Sat4.EarthMJ2000Eq.FPA    Sat4.Earth.Altitude       
642590.0000000516         0.9851000000000013        9574.590999999928         -0.3101514507695171       87040.26367255008         9574.590999999917         9.090755278481435         0                         90                        3196.454784595013         
642493.6416042969         0.9850977566337011        9574.596608486831         -0.3101979659321614       87040.23998300295         9582.291145069397         9.087069420407808         3.259898270706006         88.38229028855682         3204.174709995938         
641633.8411850707         0.9850777114622317        9574.645313760249         -0.3106136365592889       87040.02190557207         9651.596653128592         9.054092823925387         10.28449189091175         84.89651362557062         3273.63903327138          
639938.8427504277         0.985038040193182         9574.73924405354          -0.3114363552201596       87039.57910470061         9799.357632272273         8.984959022138531         17.48257770047884         81.32511341162598         3421.717992876689         
637733.6731683902         0.984986119425587         9574.85720723194          -0.3125132467285852       87038.97695718361         10019.24933382171         8.884925479267258         24.40934688115867         77.88906123076815         3642.045443037633         
635222.3007735981         0.9849265612224192        9574.984460864865         -0.3137487781951052       87038.24955434255         10321.05886844309         8.752869523850226         31.31525400954666         74.46432718270046         3944.390445876508         
632489.9985442966         0.9848612440721624        9575.111714760493         -0.3151041458500501       87037.39584529866         10742.81586758364         8.577738969319565         38.65358897688898         70.82647026791292         4366.792056154979         
630202.7774151652         0.9848061507116617        9575.20602113825          -0.3162477664212275       87036.61651157537         11219.62524156004         8.391760831024339         45.20227060312527         67.58144740083509         4844.208809041407         
628417.8106383794         0.9847628938095687        9575.268912655325         -0.3171460410193347       87035.95389936227         11730.6482226464          8.20515185736617          50.97357602775826         64.72288999511456         5355.765972409781         
627009.9236132147         0.9847286156952488        9575.309506390076         -0.3178581602050414       87035.38680291442         12290.87798794418         8.014079261051473         56.31063296548535         62.08062633355916         5916.469176094677         
625906.5853800165         0.9847016564021526        9575.334003298922         -0.3184184755445507       87034.90701647731         12911.95477060453         7.816934425804072         61.36953035809453         59.57730288758036         6537.9611984471           
625054.5133734772         0.9846807802165739        9575.347466990743         -0.3188525424356321       87034.5104634256          13604.3657882461          7.613225061832948         66.22913533341422         57.17388981281655         7230.728135038829         
624407.5087254039         0.9846648956815052        9575.35428355554          -0.319182934165589        87034.19314848784         14379.66736466837         7.402775589933117         70.93822096756797         54.84631039951612         8006.324653049764         
623924.6757378515         0.9846530221746713        9575.358163224193         -0.3194299384205443       87033.95043347639         15250.63038287807         7.185711312112139         75.52647447706728         52.57997482780969         8877.520080799219         
623570.610375545          0.9846443018509559        9575.362067542081         -0.319611311748595        87033.77696882591         16228.71122158788         6.963020040084354         79.99940254960767         50.37227252178044         9855.769527281855         
623315.2122560591         0.9846380003395946        9575.368079003107         -0.31974226977173         87033.66611684587         17318.13159469966         6.737450992476045         84.32735633293662         48.23794028338725         10945.29466228183         
623132.2555922446         0.9846334751836537        9575.377269424047         -0.319836148684967        87033.6086617539          18514.83027733161         6.512891133541387         88.46362469267478         46.20006739995341         12142.03756300095         
622999.1620709366         0.9846301722029421        9575.389838741641         -0.3199044764161449       87033.59336085763         19817.0905861915          6.291910577359311         92.38937308588672         44.26792769263019         13444.2884290236          
622888.6398728471         0.9846274167878833        9575.407448327505         -0.3199612386424064       87033.61297242907         21401.09759388586         6.050664812863292         96.53298060108013         42.23102491536152         15028.23135926884         
622810.006919261          0.984625445972345         9575.426100344346         -0.3200016353877189       87033.65452513397         22971.10432724212         5.836480542728868         100.1026683511722         40.47858670596749         16598.13932031696         
622738.1239973784         0.9846236348354361        9575.448796479142         -0.3200385733102138       87033.71795794072         24859.75068692131         5.606055512633671         103.8419108109            38.64559637894694         18486.64070831161         
622676.4798622072         0.9846220740265627        9575.472812721571         -0.3200702566991183       87033.79287885685         26911.311956873           5.383597580035917         107.3632769604299         36.92230993045476         20538.02880134503         
622622.0814989175         0.9846206909791355        9575.497394585725         -0.3200982211716603       87033.87426785832         29113.08678612607         5.171335255694594         110.6506012109883         35.31649382691347         22739.61221989078         
622572.8982026541         0.9846194358323171        9575.522409866206         -0.3201235089503136       87033.96043082791         31470.72002006357         4.969030463584968         113.7240809045587         33.81809119367315         25097.04278838407         
622527.7657072155         0.9846182793375259        9575.548196742524         -0.320146717510001        87034.05226331715         33995.11021544589         4.775998737232472         116.6073081264426         32.41541992358869         27621.22415599667         
622486.0432226962         0.9846172044494492        9575.575535966049         -0.3201681755275914       87034.15293976503         36699.06314406494         4.591548004382414         119.321106068051          31.09818958285875         30324.96591521522         
622447.3823916059         0.9846162005767416        9575.60568224469          -0.3201880614940276       87034.26793002484         39596.84611697066         4.415038251730263         121.8832984037515         29.85760908659802         33222.53824939042         
622411.6120936988         0.9846152606368925        9575.640428633105         -0.320206462857568        87034.40522740924         42703.76690998287         4.245909809687037         124.308823181284          28.68632439057798         36329.25110916004         
622378.6828906668         0.9846143795196438        9575.682210019751         -0.3202234045426184       87034.57578524531         46036.00119294335         4.083681471741907         126.610167364563          27.5782003243476          39661.28181239168         
622348.6429429144         0.9846135532549003        9575.734251526223         -0.3202388613037934       87034.79417298292         49610.7132938808          3.927932012214945         128.7979326666048         26.52804056477248         43235.79591781024         
