Sat2.Earth.SMA            Sat2.Earth.ECC            Sat2.Earth.RadPer         Sat2.Earth.Energy         Sat2.Earth.HMAG           Sat2.Earth.RMAG           Sat2.EarthMJ2000Eq.VMAG   Sat2.Earth.TA             Sat2.EarthMJ2000Eq.FPA    Sat2.Earth.Altitude       
642590.0000000516         0.9851000000000013        9574.590999999928         -0.3101514507695171       87040.26367255008         9574.590999999917         9.090755278481435         0                         90                        3196.454784595013         
642493.021797751          0.9850977422565939        9574.596609169947         -0.3101982651770143       87040.23967091282         9582.291144348381         9.08706938782141          3.259897985289113         88.38229044208975         3204.174709274869         
641631.935383824          0.9850776671274638        9574.645321447057         -0.3106145591565337       87040.0209685344          9651.596644342488         9.054092726179343         10.28449090874349         84.89651422895524         3273.639024483987         
639935.7161597779         0.9850379670528002        9574.739269272482         -0.3114378768323647       87039.57761580453         9799.357602102396         8.984958866725469         17.48257588473308         81.32511463954279         3421.717962702123         
637729.4940302987         0.9849860209498207        9574.857263052359         -0.3125152946752863       87038.97505188285         10019.24926591438         8.884925279118493         24.40934413895424         77.88906321046764         3642.045375122269         
635217.2200367667         0.9849264404932936        9574.984565908824         -0.3137512876909483       87038.24738481408         10321.05874139002         8.752869291460245         31.31525020303118         74.46433005456338         3944.390318816749         
632484.1559890767         0.9848611039335937        9575.111901167331         -0.3151070566160428       87037.39361993322         10742.81564837537         8.577738718244435         38.65358384734884         70.8264742402921          4366.791836953785         
630196.4625632956         0.9848059979942222        9575.206316220792         -0.3162509353660212       87036.61450425466         11219.62490912262         8.391760578839138         45.20226407156267         67.58145248650797         4844.208476640189         
628411.2784508404         0.9847627347380937        9575.269343329101         -0.3171493376778898       87035.95236889583         11730.64776164315         8.205151618333366         50.97356802484777         64.72289616464001         5355.765511484407         
627003.3938988523         0.9847284556969148        9575.3101081111           -0.3178614704311329       87035.38602943819         12290.87738030561         8.014079048061713         56.31062333569286         62.08063359176214         5916.468568585695         
625900.2796090774         0.9847015009679422        9575.334821764191         -0.3184216835219793       87034.90732807315         12911.9539961578          7.816934252285263         61.36951887009398         59.57731125486605         6537.960424188081         
625048.6726422329         0.9846806353177019        9575.348560392735         -0.318855521934811        87034.51225549233         13604.3648253775          7.613224942857323         66.22912167624618         57.17389931569686         7230.727172417539         
624402.4067057348         0.9846647680676501        9575.355725949894         -0.3191855422234546       87034.19690558832         14379.66619089453         7.40277554327893          70.93820473600212         54.84632106581973         8006.323479578066         
623920.6302583336         0.9846529196436231        9575.360048575958         -0.3194320095930792       87033.9567536325          15250.6289760272          7.185711359414355         75.52645515301589         52.57998668091729         8877.518674293242         
623567.9904479535         0.9846442334123712        9575.364512835535         -0.3196126545989451       87033.78658124415         16228.70956258494         6.963020207824404         79.9993794908136          50.37228556979467         9855.767868646173         
623314.4313329194         0.9846379760494433        9575.371222863967         -0.3197426703627073       87033.67987202988         17318.12967290945         6.737451312111989         84.32732878932993         48.23795450110511         10945.29274085253         
623133.7538273149         0.9846335057153595        9575.381266754041         -0.3198353796851627       87033.62749771014         18514.82809675215         6.512891640925662         88.46359184220007         46.2000827127819          12142.03538274072         
623003.4035963354         0.9846302687842553        9575.394859769789         -0.3199022984457613       87033.61829740193         19817.08816973263         6.291911313325058         92.38933403723843         44.26794397203896         13444.28601280299         
622896.533227153          0.9846276013378749        9575.413834023475         -0.319957184088743        87033.64603974862         21401.09497109041         6.050665860211826         96.53293347683474         42.23104204694289         15028.22873657253         
622821.8113517361         0.9846257247661675        9575.433949355694         -0.3199955703501303       87033.69630913281         22971.10160673125         5.836481933994844         100.1026127184266         40.47860431655083         16598.13659973356         
622754.9603018216         0.9846240349241773        9575.458520396178         -0.3200299210036128       87033.77092227568         24859.74801944668         5.606057362912335         103.841844399228          38.64561405375073         18486.63804052648         
622699.1259543712         0.984622614247201         9575.484667731143         -0.3200586165020631       87033.85860081701         26911.30959919439         5.383599983229943         107.3631983367578         36.92232699477183         20538.02644307293         
622651.2988878539         0.9846213898600383        9575.511578737052         -0.3200832008316361       87033.95405375336         29113.08510741771         5.171338312894761         110.6505091191807         35.31650938201209         22739.61054027165         
622609.4764082177         0.9846203127193377        9575.539045135281         -0.3201047017461835       87034.05525916065         31470.71953484389         4.969034287767419         113.7239742486263         33.81810406597774         25097.04230191247         
622572.5360870821         0.9846193548048141        9575.567285822475         -0.3201236951482276       87034.16259744178         33995.11162926108         4.776003455557148         116.6071860453675         32.41542858989364         27621.22556820646         
622539.883352833          0.9846185005125266        9575.596896723326         -0.3201404859020798       87034.27843466801         36699.06741272994         4.591553759798692         119.3209680624125         31.09819207494833         30324.97018192233         
622511.2182428028         0.9846177408933873        9575.628855783936         -0.3201552275838111       87034.40701894359         39596.85452303553         4.41504520452685          121.8831445081681         29.85760287048303         33222.54665316181         
622486.4174604283         0.9846170706964507        9575.664552213471         -0.3201679830430511       87034.55454844089         42703.78116039545         4.245918138870477         124.3086541949103         28.68630621517684         36329.26535697943         
622465.4764376807         0.9846164868473436        9575.705843853595         -0.3201787541544938       87034.72939872657         46036.02354301701         4.083691376221429         126.609985152513          27.57816603247753         39661.30415963146         
622448.4835567068         0.9846159876713948        9575.75514495799          -0.3201874950537063       87034.94250460825         49610.74670442379         3.927943711825439         128.7977405484946         26.52798485631246         43235.82932536559         
622435.6133110075         0.9846155725362674        9575.815543827101         -0.3201941156448855       87035.20788682274         53446.16115622484         3.778302963634091         130.8810154556504         25.531316986764           47071.05226660974         
622427.1279324143         0.9846152416429595        9575.890958106897         -0.320198480763584        87035.54335310409         57561.71433511851         3.634432783000125         132.8677474887924         24.58429593680505         51186.42105285978         
622423.3837418081         0.9846149958734968        9575.986327299823         -0.3202004069189553       87035.97136951404         61978.00497974521         3.496032190122043         134.7648501969828         23.68356704217176         55602.53484893026         
622424.8378412881         0.9846148365574399        9576.107860897206         -0.3201996588716138       87036.52018267808         66717.04357575583         3.362823907682803         136.5784726886992         22.82616077078285         60341.40439441983         
622432.0554387541         0.9846147651653583        9576.263341533962         -0.3201959459004931       87037.22519019734         71802.23997142856         3.234553770937414         138.3140844690522         22.00945021275776         65426.43965687632         
622445.7159659269         0.9846147828564009        9576.462500238784         -0.3201889187087117       87038.13063526507         77258.45602258181         3.110987815006034         139.976576946451          21.23110103556509         70882.50251042169         
622466.6184684029         0.984614889858399         9576.717484606334         -0.3201781667270511       87039.29171929212         83112.20407755257         2.991906877079857         141.5703856943935         20.48901245280376         76736.1052312837          
622495.6851039537         0.9846150846418537        9577.043426135648         -0.3201632164192718       87040.77715990295         89391.61425900715         2.877107212493488         143.0995220287237         19.78130128802506         83015.37780756895         
622533.9640968371         0.9846153628461626        9577.459153569891         -0.3201435299022468       87042.67240568547         96126.71354315468         2.766395181425973         144.5676765624569         19.10625302726854         89750.34702773522         
622580.5600472974         0.9846157011484022        9577.965394962725         -0.3201195693210517       87044.98022710334         103063.5081339581         2.663607695537499         145.9252496637943         18.48641399522384         96687.02343813519         
622632.1455499001         0.9846160576024734        9578.537061988065         -0.3200930471939909       87047.58567340812         109776.7498003267         2.573292302039337         147.1139003174907         17.94756549670459         103400.1634877156         
622687.9382463309         0.9846164125206887        9579.174370324452         -0.3200643669303873       87050.48926631564         116290.2880022583         2.493017746759553         148.1672169741061         17.47342431402642         109913.6132375996         
622747.3104210543         0.9846167502711285        9579.877394190142         -0.3200338522782995       87053.69097051886         122623.8301721939         2.420975592943581         149.1100304664339         17.05197703149531         116247.0776063163         
622809.747401657          0.9846170581658142        9580.646118043616         -0.3200017687286918       87057.19040430116         128793.8938920757         2.355788138423179         149.9611584916019         16.67413729776763         122417.0722745464         
622874.8199437691         0.984617325723774         9581.480470057901         -0.3199683377279436       87060.9869755315          134814.4943210617         2.296384252521618         150.735165258061          16.3328860668049          128437.6109354881         
622942.1651146939         0.9846175441623872        9582.380344263664         -0.3199337465193186       87065.07997116208         140697.651527566          2.241916432754438         151.4435287921048         16.02270199488952         134320.7125079902         
623011.4725895701         0.9846177060342709        9583.345615394544         -0.3198981552002587       87069.46861676747         146453.7722306592         2.191703808375526         152.0954382417809         15.73917287771229         140076.7827961652         
