Sat1.Mars2000Eq.X   Sat1.Mars2000Eq.Y   Sat1.Mars2000Eq.VX   Sat1.Mars2000Eq.VY   Sat2.Mars2000Eq.X   Sat2.Mars2000Eq.Y   Sat2.Mars2000Eq.VX   Sat2.Mars2000Eq.VY   
-1.302e+04          8011                -1.369               -0.4206              -1.301e+04          8019                -0.8781              -1.425               
-1.302e+04          8011                -1.369               -0.4206              -1.377e+04          6636                -0.7267              -1.508               
-1.302e+04          8011                -1.369               -0.4206              -1.438e+04          5183                -0.5676              -1.575               
-1.302e+04          8011                -1.369               -0.4206              -1.484e+04          3675                -0.4024              -1.625               
-1.302e+04          8011                -1.369               -0.4206              -1.514e+04          2127                -0.233               -1.658               
-1.302e+04          8011                -1.369               -0.4206              -1.528e+04          556.8               -0.06103             -1.673               
-1.302e+04          8011                -1.369               -0.4206              -1.525e+04          -1019               0.1116               -1.67                
-1.302e+04          8011                -1.369               -0.4206              -1.507e+04          -2584               0.2829               -1.65                
-1.302e+04          8011                -1.369               -0.4206              -1.472e+04          -4122               0.4513               -1.612               
-1.302e+04          8011                -1.369               -0.4206              -1.422e+04          -5616               0.6149               -1.557               
-1.302e+04          8011                -1.369               -0.4206              -1.356e+04          -7050               0.772                -1.485               
-1.302e+04          8011                -1.369               -0.4206              -1.277e+04          -8409               0.9208               -1.398               
-1.302e+04          8011                -1.369               -0.4206              -1.183e+04          -9679               1.06                 -1.296               
-1.302e+04          8011                -1.369               -0.4206              -1.077e+04          -1.085e+04          1.188                -1.18                
-1.302e+04          8011                -1.369               -0.4206              -9599               -1.19e+04           1.303                -1.051               
-1.302e+04          8011                -1.369               -0.4206              -8323               -1.282e+04          1.404                -0.9113              
-1.302e+04          8011                -1.369               -0.4206              -6958               -1.361e+04          1.49                 -0.7619              
-1.302e+04          8011                -1.369               -0.4206              -5520               -1.426e+04          1.561                -0.6044              
-1.302e+04          8011                -1.369               -0.4206              -4023               -1.475e+04          1.615                -0.4404              
-1.302e+04          8011                -1.369               -0.4206              -2483               -1.508e+04          1.652                -0.2718              
-1.302e+04          8011                -1.369               -0.4206              -916.6              -1.526e+04          1.671                -0.1003              
-1.302e+04          8011                -1.369               -0.4206              659.4               -1.527e+04          1.672                0.07227              
-1.302e+04          8011                -1.369               -0.4206              2228                -1.512e+04          1.656                0.2441               
-1.302e+04          8011                -1.369               -0.4206              3774                -1.481e+04          1.622                0.4133               
-1.302e+04          8011                -1.369               -0.4206              5280                -1.435e+04          1.571                0.5782               
-1.302e+04          8011                -1.369               -0.4206              6729                -1.373e+04          1.503                0.7368               
-1.302e+04          8011                -1.369               -0.4206              8106                -1.296e+04          1.419                0.8877               
-1.302e+04          8011                -1.369               -0.4206              9398                -1.206e+04          1.32                 1.029                
-1.302e+04          8011                -1.369               -0.4206              1.059e+04           -1.102e+04          1.207                1.16                 
-1.302e+04          8011                -1.369               -0.4206              1.167e+04           -9876               1.081                1.278                
-1.302e+04          8011                -1.369               -0.4206              1.262e+04           -8622               0.9441               1.382                
-1.302e+04          8011                -1.369               -0.4206              1.344e+04           -7276               0.7967               1.472                
-1.302e+04          8011                -1.369               -0.4206              1.412e+04           -5853               0.6409               1.546                
-1.302e+04          8011                -1.369               -0.4206              1.465e+04           -4367               0.4783               1.604                
-1.302e+04          8011                -1.369               -0.4206              1.502e+04           -2836               0.3105               1.645                
-1.302e+04          8011                -1.369               -0.4206              1.523e+04           -1274               0.1395               1.668                
-1.302e+04          8011                -1.369               -0.4206              1.528e+04           301.9               -0.03302             1.674                
-1.302e+04          8011                -1.369               -0.4206              1.517e+04           1874                -0.2052              1.661                
-1.302e+04          8011                -1.369               -0.4206              1.49e+04            3426                -0.3751              1.631                
-1.302e+04          8011                -1.369               -0.4206              1.447e+04           4942                -0.5411              1.584                
-1.302e+04          8011                -1.369               -0.4206              1.388e+04           6405                -0.7014              1.52                 
-1.302e+04          8011                -1.369               -0.4206              1.315e+04           7800                -0.8541              1.44                 
-1.302e+04          8011                -1.369               -0.4206              1.227e+04           9112                -0.9978              1.344                
-1.302e+04          8011                -1.369               -0.4206              1.127e+04           1.033e+04           -1.131               1.234                
-1.302e+04          8011                -1.369               -0.4206              1.015e+04           1.143e+04           -1.252               1.111                
-1.302e+04          8011                -1.369               -0.4206              8916                1.242e+04           -1.36                0.9763               
-1.302e+04          8011                -1.369               -0.4206              7590                1.327e+04           -1.453               0.8311               
-1.302e+04          8011                -1.369               -0.4206              6183                1.398e+04           -1.531               0.6771               
-1.302e+04          8011                -1.369               -0.4206              4711                1.454e+04           -1.592               0.5158               
-1.302e+04          8011                -1.369               -0.4206              3189                1.495e+04           -1.637               0.3491               
-1.302e+04          8011                -1.369               -0.4206              1632                1.52e+04            -1.664               0.1787               
-1.302e+04          8011                -1.369               -0.4206              58.49               1.529e+04           -1.674               0.00637              
-1.302e+04          8011                -1.369               -0.4206              -1516               1.521e+04           -1.666               -0.166               
-1.302e+04          8011                -1.369               -0.4206              -3074               1.497e+04           -1.64                -0.3367              
-1.302e+04          8011                -1.369               -0.4206              -4600               1.458e+04           -1.596               -0.5037              
-1.302e+04          8011                -1.369               -0.4206              -6076               1.403e+04           -1.536               -0.6654              
-1.302e+04          8011                -1.369               -0.4206              -7488               1.333e+04           -1.459               -0.82                
-1.302e+04          8011                -1.369               -0.4206              -8821               1.248e+04           -1.367               -0.9659              
-1.302e+04          8011                -1.369               -0.4206              -1.006e+04          1.151e+04           -1.26                -1.102               
-1.302e+04          8011                -1.369               -0.4206              -1.119e+04          1.041e+04           -1.14                -1.225               
-1.302e+04          8011                -1.369               -0.4206              -1.22e+04           9205                -1.008               -1.336               
-1.302e+04          8011                -1.369               -0.4206              -1.309e+04          7899                -0.8649              -1.433               
-1.302e+04          8011                -1.369               -0.4206              -1.383e+04          6510                -0.7128              -1.514               
-1.302e+04          8011                -1.369               -0.4206              -1.443e+04          5051                -0.553               -1.58                
-1.302e+04          8011                -1.369               -0.4206              -1.487e+04          3538                -0.3874              -1.628               
-1.302e+04          8011                -1.369               -0.4206              -1.516e+04          1988                -0.2176              -1.66                
-1.302e+04          8011                -1.369               -0.4206              -1.528e+04          416.6               -0.04559             -1.673               
-1.302e+04          8011                -1.369               -0.4206              -1.524e+04          -1159               0.127                -1.669               
-1.302e+04          8011                -1.369               -0.4206              -1.504e+04          -2722               0.2981               -1.647               
-1.302e+04          8011                -1.369               -0.4206              -1.468e+04          -4256               0.4662               -1.608               
-1.302e+04          8011                -1.369               -0.4206              -1.416e+04          -5746               0.6292               -1.551               
-1.302e+04          8011                -1.369               -0.4206              -1.35e+04           -7174               0.7856               -1.478               
-1.302e+04          8011                -1.369               -0.4206              -1.269e+04          -8525               0.9336               -1.389               
-1.302e+04          8011                -1.369               -0.4206              -1.174e+04          -9786               1.072                -1.286               
-1.302e+04          8011                -1.369               -0.4206              -1.067e+04          -1.094e+04          1.198                -1.169               
-1.302e+04          8011                -1.369               -0.4206              -9488               -1.198e+04          1.312                -1.039               
-1.302e+04          8011                -1.369               -0.4206              -8204               -1.29e+04           1.412                -0.8984              
-1.302e+04          8011                -1.369               -0.4206              -6833               -1.367e+04          1.497                -0.7482              
-1.302e+04          8011                -1.369               -0.4206              -5388               -1.43e+04           1.567                -0.59                
-1.302e+04          8011                -1.369               -0.4206              -3886               -1.478e+04          1.619                -0.4256              
-1.302e+04          8011                -1.369               -0.4206              -2344               -1.51e+04           1.654                -0.2566              
-1.302e+04          8011                -1.369               -0.4206              -775.7              -1.527e+04          1.672                -0.08495             
-1.302e+04          8011                -1.369               -0.4206              800.2               -1.526e+04          1.672                0.08764              
-1.302e+04          8011                -1.369               -0.4206              2368                -1.51e+04           1.654                0.2593               
-1.302e+04          8011                -1.369               -0.4206              3910                -1.478e+04          1.618                0.4282               
-1.302e+04          8011                -1.369               -0.4206              5411                -1.43e+04           1.566                0.5925               
-1.302e+04          8011                -1.369               -0.4206              6854                -1.366e+04          1.496                0.7506               
-1.302e+04          8011                -1.369               -0.4206              8225                -1.288e+04          1.411                0.9007               
-1.302e+04          8011                -1.369               -0.4206              9508                -1.197e+04          1.311                1.041                
-1.302e+04          8011                -1.369               -0.4206              1.069e+04           -1.093e+04          1.197                1.171                
-1.302e+04          8011                -1.369               -0.4206              1.176e+04           -9767               1.07                 1.288                
-1.302e+04          8011                -1.369               -0.4206              1.27e+04            -8504               0.9313               1.391                
-1.302e+04          8011                -1.369               -0.4206              1.351e+04           -7151               0.7832               1.479                
-1.302e+04          8011                -1.369               -0.4206              1.417e+04           -5722               0.6267               1.552                
-1.302e+04          8011                -1.369               -0.4206              1.469e+04           -4232               0.4635               1.608                
-1.302e+04          8011                -1.369               -0.4206              1.505e+04           -2697               0.2954               1.648                
-1.302e+04          8011                -1.369               -0.4206              1.524e+04           -1133               0.1242               1.669                
-1.302e+04          8011                -1.369               -0.4206              1.528e+04           442.7               -0.04837             1.673                
-1.302e+04          8011                -1.369               -0.4206              1.515e+04           2014                -0.2204              1.659                
-1.302e+04          8011                -1.369               -0.4206              1.487e+04           3563                -0.3901              1.628                
-1.302e+04          8011                -1.369               -0.4206              1.442e+04           5075                -0.5556              1.579                
-1.302e+04          8011                -1.369               -0.4206              1.382e+04           6533                -0.7153              1.513                
-1.302e+04          8011                -1.369               -0.4206              1.307e+04           7921                -0.8673              1.432                
-1.302e+04          8011                -1.369               -0.4206              1.219e+04           9226                -1.01                1.335                
-1.302e+04          8011                -1.369               -0.4206              1.117e+04           1.043e+04           -1.142               1.224                
-1.302e+04          8011                -1.369               -0.4206              1.004e+04           1.153e+04           -1.262               1.1                  
-1.302e+04          8011                -1.369               -0.4206              8801                1.25e+04            -1.369               0.9637               
-1.302e+04          8011                -1.369               -0.4206              7468                1.334e+04           -1.461               0.8177               
-1.302e+04          8011                -1.369               -0.4206              6055                1.404e+04           -1.537               0.663                
-1.302e+04          8011                -1.369               -0.4206              4577                1.459e+04           -1.597               0.5012               
-1.302e+04          8011                -1.369               -0.4206              3051                1.498e+04           -1.64                0.3341               
-1.302e+04          8011                -1.369               -0.4206              1492                1.521e+04           -1.666               0.1634               
-1.302e+04          8011                -1.369               -0.4206              -81.99              1.529e+04           -1.674               -0.008986            
-1.302e+04          8011                -1.369               -0.4206              -1656               1.52e+04            -1.664               -0.1813              
-1.302e+04          8011                -1.369               -0.4206              -3212               1.495e+04           -1.636               -0.3517              
-1.302e+04          8011                -1.369               -0.4206              -4734               1.454e+04           -1.592               -0.5183              
-1.302e+04          8011                -1.369               -0.4206              -6206               1.397e+04           -1.53                -0.6795              
-1.302e+04          8011                -1.369               -0.4206              -7611               1.326e+04           -1.452               -0.8334              
-1.302e+04          8011                -1.369               -0.4206              -8936               1.24e+04            -1.358               -0.9784              
-1.302e+04          8011                -1.369               -0.4206              -1.017e+04          1.142e+04           -1.25                -1.113               
-1.302e+04          8011                -1.369               -0.4206              -1.129e+04          1.031e+04           -1.129               -1.236               
-1.302e+04          8011                -1.369               -0.4206              -1.229e+04          9093                -0.9955              -1.346               
-1.302e+04          8011                -1.369               -0.4206              -1.316e+04          7779                -0.8517              -1.441               
-1.302e+04          8011                -1.369               -0.4206              -1.389e+04          6382                -0.6988              -1.521               
-1.302e+04          8011                -1.369               -0.4206              -1.447e+04          4918                -0.5384              -1.585               
-1.302e+04          8011                -1.369               -0.4206              -1.49e+04           3401                -0.3724              -1.632               
-1.302e+04          8011                -1.369               -0.4206              -1.517e+04          1848                -0.2023              -1.662               
-1.302e+04          8011                -1.369               -0.4206              -1.528e+04          275.8               -0.03015             -1.674               
-1.302e+04          8011                -1.369               -0.4206              -1.523e+04          -1300               0.1424               -1.668               
-1.302e+04          8011                -1.369               -0.4206              -1.502e+04          -2861               0.3134               -1.644               
-1.302e+04          8011                -1.369               -0.4206              -1.464e+04          -4392               0.481                -1.603               
-1.302e+04          8011                -1.369               -0.4206              -1.411e+04          -5877               0.6436               -1.545               
-1.302e+04          8011                -1.369               -0.4206              -1.343e+04          -7299               0.7993               -1.471               
-1.302e+04          8011                -1.369               -0.4206              -1.261e+04          -8643               0.9465               -1.381               
-1.302e+04          8011                -1.369               -0.4206              -1.165e+04          -9895               1.084                -1.276               
-1.302e+04          8011                -1.369               -0.4206              -1.057e+04          -1.104e+04          1.209                -1.158               
-1.302e+04          8011                -1.369               -0.4206              -9378               -1.207e+04          1.322                -1.027               
-1.302e+04          8011                -1.369               -0.4206              -8085               -1.297e+04          1.421                -0.8853              
-1.302e+04          8011                -1.369               -0.4206              -6706               -1.374e+04          1.504                -0.7343              
-1.302e+04          8011                -1.369               -0.4206              -5256               -1.435e+04          1.572                -0.5755              
-1.302e+04          8011                -1.369               -0.4206              -3750               -1.482e+04          1.623                -0.4106              
-1.302e+04          8011                -1.369               -0.4206              -2204               -1.513e+04          1.656                -0.2413              
-1.302e+04          8011                -1.369               -0.4206              -634.9              -1.527e+04          1.672                -0.06945             
-1.302e+04          8011                -1.369               -0.4206              941.2               -1.526e+04          1.671                0.1031               
-1.302e+04          8011                -1.369               -0.4206              2507                -1.508e+04          1.651                0.2746               
-1.302e+04          8011                -1.369               -0.4206              4047                -1.474e+04          1.614                0.4432               
-1.302e+04          8011                -1.369               -0.4206              5543                -1.425e+04          1.56                 0.607                
-1.302e+04          8011                -1.369               -0.4206              6980                -1.36e+04           1.489                0.7644               
-1.302e+04          8011                -1.369               -0.4206              8343                -1.281e+04          1.403                0.9137               
-1.302e+04          8011                -1.369               -0.4206              9618                -1.188e+04          1.301                1.053                
-1.302e+04          8011                -1.369               -0.4206              1.079e+04           -1.083e+04          1.186                1.182                
-1.302e+04          8011                -1.369               -0.4206              1.185e+04           -9658               1.058                1.297                
-1.302e+04          8011                -1.369               -0.4206              1.278e+04           -8386               0.9184               1.399                
-1.302e+04          8011                -1.369               -0.4206              1.358e+04           -7025               0.7694               1.487                
-1.302e+04          8011                -1.369               -0.4206              1.423e+04           -5590               0.6122               1.558                
-1.302e+04          8011                -1.369               -0.4206              1.473e+04           -4095               0.4485               1.613                
-1.302e+04          8011                -1.369               -0.4206              1.507e+04           -2557               0.28                 1.65                 
-1.302e+04          8011                -1.369               -0.4206              1.525e+04           -991.2              0.1086               1.67                 
-1.302e+04          8011                -1.369               -0.4206              1.527e+04           584.6               -0.06397             1.673                
-1.302e+04          8011                -1.369               -0.4206              1.513e+04           2154                -0.2359              1.657                
-1.302e+04          8011                -1.369               -0.4206              1.483e+04           3701                -0.4053              1.624                
-1.302e+04          8011                -1.369               -0.4206              1.437e+04           5209                -0.5703              1.574                
-1.302e+04          8011                -1.369               -0.4206              1.376e+04           6660                -0.7293              1.507                
-1.302e+04          8011                -1.369               -0.4206              1.3e+04             8042                -0.8806              1.424                
-1.302e+04          8011                -1.369               -0.4206              1.21e+04            9338                -1.022               1.325                
-1.302e+04          8011                -1.369               -0.4206              1.108e+04           1.053e+04           -1.154               1.213                
-1.302e+04          8011                -1.369               -0.4206              9933                1.162e+04           -1.272               1.088                
-1.302e+04          8011                -1.369               -0.4206              8684                1.258e+04           -1.378               0.951                
-1.302e+04          8011                -1.369               -0.4206              7343                1.341e+04           -1.468               0.8041               
-1.302e+04          8011                -1.369               -0.4206              5923                1.409e+04           -1.543               0.6487               
-1.302e+04          8011                -1.369               -0.4206              4441                1.463e+04           -1.602               0.4863               
-1.302e+04          8011                -1.369               -0.4206              2911                1.501e+04           -1.643               0.3188               
-1.302e+04          8011                -1.369               -0.4206              1350                1.523e+04           -1.667               0.1479               
-1.302e+04          8011                -1.369               -0.4206              -224.9              1.528e+04           -1.674               -0.02457             
-1.302e+04          8011                -1.369               -0.4206              -1798               1.518e+04           -1.662               -0.1968              
-1.302e+04          8011                -1.369               -0.4206              -3351               1.491e+04           -1.633               -0.3669              
-1.302e+04          8011                -1.369               -0.4206              -4869               1.449e+04           -1.587               -0.5331              
-1.302e+04          8011                -1.369               -0.4206              -6336               1.391e+04           -1.523               -0.6937              
-1.302e+04          8011                -1.369               -0.4206              -7735               1.319e+04           -1.444               -0.8469              
-1.302e+04          8011                -1.369               -0.4206              -9051               1.232e+04           -1.349               -0.991               
-1.302e+04          8011                -1.369               -0.4206              -1.027e+04          1.132e+04           -1.24                -1.125               
-1.302e+04          8011                -1.369               -0.4206              -1.138e+04          1.02e+04            -1.117               -1.246               
-1.302e+04          8011                -1.369               -0.4206              -1.237e+04          8977                -0.983               -1.355               
-1.302e+04          8011                -1.369               -0.4206              -1.323e+04          7655                -0.8382              -1.449               
-1.302e+04          8011                -1.369               -0.4206              -1.395e+04          6252                -0.6846              -1.527               
-1.302e+04          8011                -1.369               -0.4206              -1.452e+04          4782                -0.5237              -1.59                
-1.302e+04          8011                -1.369               -0.4206              -1.493e+04          3262                -0.3572              -1.635               
-1.302e+04          8011                -1.369               -0.4206              -1.519e+04          1706                -0.1869              -1.663               
-1.302e+04          8011                -1.369               -0.4206              -1.529e+04          133.1               -0.0146              -1.674               
-1.302e+04          8011                -1.369               -0.4206              -1.522e+04          -1442               0.1578               -1.666               
-1.302e+04          8011                -1.369               -0.4206              -1.499e+04          -3001               0.3286               -1.641               
-1.302e+04          8011                -1.369               -0.4206              -1.46e+04           -4529               0.4959               -1.599               
-1.302e+04          8011                -1.369               -0.4206              -1.406e+04          -6008               0.6579               -1.539               
-1.302e+04          8011                -1.369               -0.4206              -1.336e+04          -7424               0.8129               -1.463               
-1.302e+04          8011                -1.369               -0.4206              -1.253e+04          -8760               0.9592               -1.372               
-1.302e+04          8011                -1.369               -0.4206              -1.156e+04          -1e+04              1.095                -1.266               
-1.302e+04          8011                -1.369               -0.4206              -1.047e+04          -1.114e+04          1.22                 -1.146               
-1.302e+04          8011                -1.369               -0.4206              -9265               -1.216e+04          1.331                -1.015               
-1.302e+04          8011                -1.369               -0.4206              -7964               -1.305e+04          1.429                -0.872               
-1.302e+04          8011                -1.369               -0.4206              -6578               -1.38e+04           1.511                -0.7203              
-1.302e+04          8011                -1.369               -0.4206              -5123               -1.44e+04           1.577                -0.5609              
-1.302e+04          8011                -1.369               -0.4206              -3613               -1.485e+04          1.627                -0.3955              
-1.302e+04          8011                -1.369               -0.4206              -2064               -1.515e+04          1.659                -0.2259              
-1.302e+04          8011                -1.369               -0.4206              -493.3              -1.528e+04          1.673                -0.05395             
-1.302e+04          8011                -1.369               -0.4206              1083                -1.525e+04          1.67                 0.1186               
-1.302e+04          8011                -1.369               -0.4206              2647                -1.506e+04          1.649                0.2899               
-1.302e+04          8011                -1.369               -0.4206              4183                -1.47e+04           1.61                 0.4581               
-1.302e+04          8011                -1.369               -0.4206              5675                -1.419e+04          1.554                0.6215               
-1.302e+04          8011                -1.369               -0.4206              7106                -1.353e+04          1.482                0.7782               
-1.302e+04          8011                -1.369               -0.4206              8462                -1.273e+04          1.394                0.9266               
-1.302e+04          8011                -1.369               -0.4206              9728                -1.179e+04          1.291                1.065                
-1.302e+04          8011                -1.369               -0.4206              1.089e+04           -1.073e+04          1.175                1.193                
-1.302e+04          8011                -1.369               -0.4206              1.194e+04           -9549               1.046                1.307                
-1.302e+04          8011                -1.369               -0.4206              1.286e+04           -8269               0.9054               1.408                
-1.302e+04          8011                -1.369               -0.4206              1.364e+04           -6901               0.7556               1.494                
-1.302e+04          8011                -1.369               -0.4206              1.428e+04           -5459               0.5978               1.564                
-1.302e+04          8011                -1.369               -0.4206              1.476e+04           -3960               0.4336               1.617                
-1.302e+04          8011                -1.369               -0.4206              1.509e+04           -2418               0.2648               1.653                
-1.302e+04          8011                -1.369               -0.4206              1.526e+04           -851.3              0.09324              1.671                
-1.302e+04          8011                -1.369               -0.4206              1.527e+04           724.8               -0.07936             1.672                
-1.302e+04          8011                -1.369               -0.4206              1.511e+04           2293                -0.2511              1.655                
-1.302e+04          8011                -1.369               -0.4206              1.48e+04            3837                -0.4202              1.62                 
-1.302e+04          8011                -1.369               -0.4206              1.432e+04           5341                -0.5848              1.568                
-1.302e+04          8011                -1.369               -0.4206              1.37e+04            6787                -0.7432              1.5                  
-1.302e+04          8011                -1.369               -0.4206              1.293e+04           8161                -0.8937              1.415                
-1.302e+04          8011                -1.369               -0.4206              1.202e+04           9449                -1.035               1.316                
-1.302e+04          8011                -1.369               -0.4206              1.098e+04           1.064e+04           -1.165               1.202                
-1.302e+04          8011                -1.369               -0.4206              9826                1.171e+04           -1.282               1.076                
-1.302e+04          8011                -1.369               -0.4206              8568                1.266e+04           -1.386               0.9382               
-1.302e+04          8011                -1.369               -0.4206              7219                1.347e+04           -1.475               0.7905               
-1.302e+04          8011                -1.369               -0.4206              5793                1.415e+04           -1.549               0.6344               
-1.302e+04          8011                -1.369               -0.4206              4306                1.467e+04           -1.606               0.4715               
-1.302e+04          8011                -1.369               -0.4206              2772                1.503e+04           -1.646               0.3036               
-1.302e+04          8011                -1.369               -0.4206              1210                1.524e+04           -1.669               0.1325               
-1.302e+04          8011                -1.369               -0.4206              -365.7              1.528e+04           -1.673               -0.04005             
-1.302e+04          8011                -1.369               -0.4206              -1937               1.516e+04           -1.66                -0.2122              
-1.302e+04          8011                -1.369               -0.4206              -3488               1.488e+04           -1.63                -0.382               
-1.302e+04          8011                -1.369               -0.4206              -5003               1.444e+04           -1.582               -0.5478              
-1.302e+04          8011                -1.369               -0.4206              -6464               1.385e+04           -1.517               -0.7078              
-1.302e+04          8011                -1.369               -0.4206              -7856               1.311e+04           -1.436               -0.8602              
-1.302e+04          8011                -1.369               -0.4206              -9164               1.223e+04           -1.34                -1.003               
-1.302e+04          8011                -1.369               -0.4206              -1.038e+04          1.123e+04           -1.229               -1.136               
-1.302e+04          8011                -1.369               -0.4206              -1.148e+04          1.01e+04            -1.106               -1.257               
-1.302e+04          8011                -1.369               -0.4206              -1.245e+04          8862                -0.9704              -1.364               
-1.302e+04          8011                -1.369               -0.4206              -1.33e+04           7532                -0.8248              -1.457               
-1.302e+04          8011                -1.369               -0.4206              -1.401e+04          6122                -0.6704              -1.534               
-1.302e+04          8011                -1.369               -0.4206              -1.456e+04          4648                -0.5089              -1.595               
-1.302e+04          8011                -1.369               -0.4206              -1.496e+04          3123                -0.342               -1.639               
-1.302e+04          8011                -1.369               -0.4206              -1.521e+04          1566                -0.1714              -1.665               
-1.302e+04          8011                -1.369               -0.4206              -1.529e+04          -8.481              0.0009444            -1.674               
-1.302e+04          8011                -1.369               -0.4206              -1.52e+04           -1582               0.1733               -1.665               
-1.302e+04          8011                -1.369               -0.4206              -1.496e+04          -3140               0.3438               -1.638               
-1.302e+04          8011                -1.369               -0.4206              -1.456e+04          -4663               0.5107               -1.594               
-1.302e+04          8011                -1.369               -0.4206              -1.4e+04            -6137               0.6721               -1.533               
-1.302e+04          8011                -1.369               -0.4206              -1.329e+04          -7546               0.8264               -1.456               
-1.302e+04          8011                -1.369               -0.4206              -1.245e+04          -8875               0.9719               -1.363               
-1.302e+04          8011                -1.369               -0.4206              -1.147e+04          -1.011e+04          1.107                -1.256               
-1.302e+04          8011                -1.369               -0.4206              -1.036e+04          -1.124e+04          1.231                -1.135               
-1.302e+04          8011                -1.369               -0.4206              -9151               -1.224e+04          1.341                -1.002               
-1.302e+04          8011                -1.369               -0.4206              -7842               -1.312e+04          1.437                -0.8588              
-1.302e+04          8011                -1.369               -0.4206              -6449               -1.386e+04          1.518                -0.7063              
-1.302e+04          8011                -1.369               -0.4206              -4988               -1.445e+04          1.582                -0.5462              
-1.302e+04          8011                -1.369               -0.4206              -3474               -1.489e+04          1.63                 -0.3804              
-1.302e+04          8011                -1.369               -0.4206              -1922               -1.516e+04          1.661                -0.2105              
-1.302e+04          8011                -1.369               -0.4206              -350.6              -1.528e+04          1.674                -0.0384              
-1.302e+04          8011                -1.369               -0.4206              1225                -1.524e+04          1.669                0.1341               
-1.302e+04          8011                -1.369               -0.4206              2787                -1.503e+04          1.646                0.3052               
-1.302e+04          8011                -1.369               -0.4206              4320                -1.466e+04          1.606                0.4731               
-1.302e+04          8011                -1.369               -0.4206              5807                -1.414e+04          1.548                0.6359               
-1.302e+04          8011                -1.369               -0.4206              7232                -1.347e+04          1.475                0.7919               
-1.302e+04          8011                -1.369               -0.4206              8581                -1.265e+04          1.385                0.9396               
-1.302e+04          8011                -1.369               -0.4206              9838                -1.17e+04           1.281                1.077                
