Sat1.Mars2000Eq.X   Sat1.Mars2000Eq.Y   Sat1.Mars2000Eq.VX   Sat1.Mars2000Eq.VY   Sat2.Mars2000Eq.X   Sat2.Mars2000Eq.Y   Sat2.Mars2000Eq.VX   Sat2.Mars2000Eq.VY   
-1.302e+04          8011                -1.369               -0.4206              6711                1.373e+04           -1.504               0.7349               
-1.302e+04          8011                -1.369               -0.4206              5262                1.435e+04           -1.572               0.5762               
-1.302e+04          8011                -1.369               -0.4206              3756                1.482e+04           -1.623               0.4113               
-1.302e+04          8011                -1.369               -0.4206              2210                1.513e+04           -1.656               0.242                
-1.302e+04          8011                -1.369               -0.4206              640.9               1.527e+04           -1.672               0.07018              
-1.302e+04          8011                -1.369               -0.4206              -935.1              1.526e+04           -1.671               -0.1024              
-1.302e+04          8011                -1.369               -0.4206              -2501               1.508e+04           -1.651               -0.2739              
-1.302e+04          8011                -1.369               -0.4206              -4041               1.474e+04           -1.614               -0.4425              
-1.302e+04          8011                -1.369               -0.4206              -5538               1.425e+04           -1.56                -0.6063              
-1.302e+04          8011                -1.369               -0.4206              -6975               1.36e+04            -1.489               -0.7638              
-1.302e+04          8011                -1.369               -0.4206              -8339               1.281e+04           -1.403               -0.9131              
-1.302e+04          8011                -1.369               -0.4206              -9614               1.188e+04           -1.301               -1.053               
-1.302e+04          8011                -1.369               -0.4206              -1.079e+04          1.083e+04           -1.186               -1.181               
-1.302e+04          8011                -1.369               -0.4206              -1.184e+04          9663                -1.058               -1.297               
-1.302e+04          8011                -1.369               -0.4206              -1.278e+04          8392                -0.9189              -1.399               
-1.302e+04          8011                -1.369               -0.4206              -1.357e+04          7032                -0.7699              -1.486               
-1.302e+04          8011                -1.369               -0.4206              -1.422e+04          5597                -0.6128              -1.558               
-1.302e+04          8011                -1.369               -0.4206              -1.473e+04          4102                -0.4491              -1.612               
-1.302e+04          8011                -1.369               -0.4206              -1.507e+04          2564                -0.2807              -1.65                
-1.302e+04          8011                -1.369               -0.4206              -1.525e+04          998.6               -0.1093              -1.67                
-1.302e+04          8011                -1.369               -0.4206              -1.528e+04          -577.5              0.06328              -1.673               
-1.302e+04          8011                -1.369               -0.4206              -1.513e+04          -2147               0.2352               -1.657               
-1.302e+04          8011                -1.369               -0.4206              -1.483e+04          -3694               0.4046               -1.624               
-1.302e+04          8011                -1.369               -0.4206              -1.437e+04          -5202               0.5697               -1.574               
-1.302e+04          8011                -1.369               -0.4206              -1.376e+04          -6655               0.7288               -1.507               
-1.302e+04          8011                -1.369               -0.4206              -1.3e+04            -8036               0.8801               -1.424               
-1.302e+04          8011                -1.369               -0.4206              -1.211e+04          -9332               1.022                -1.326               
-1.302e+04          8011                -1.369               -0.4206              -1.108e+04          -1.053e+04          1.153                -1.213               
-1.302e+04          8011                -1.369               -0.4206              -9938               -1.161e+04          1.272                -1.088               
-1.302e+04          8011                -1.369               -0.4206              -8689               -1.258e+04          1.377                -0.9515              
-1.302e+04          8011                -1.369               -0.4206              -7348               -1.34e+04           1.468                -0.8046              
-1.302e+04          8011                -1.369               -0.4206              -5928               -1.409e+04          1.543                -0.6492              
-1.302e+04          8011                -1.369               -0.4206              -4446               -1.462e+04          1.602                -0.4868              
-1.302e+04          8011                -1.369               -0.4206              -2916               -1.5e+04            1.643                -0.3194              
-1.302e+04          8011                -1.369               -0.4206              -1356               -1.523e+04          1.667                -0.1485              
-1.302e+04          8011                -1.369               -0.4206              219                 -1.528e+04          1.674                0.02401              
-1.302e+04          8011                -1.369               -0.4206              1792                -1.518e+04          1.662                0.1962               
-1.302e+04          8011                -1.369               -0.4206              3345                -1.492e+04          1.633                0.3663               
-1.302e+04          8011                -1.369               -0.4206              4863                -1.449e+04          1.587                0.5326               
-1.302e+04          8011                -1.369               -0.4206              6330                -1.391e+04          1.524                0.6931               
-1.302e+04          8011                -1.369               -0.4206              7729                -1.319e+04          1.444                0.8464               
-1.302e+04          8011                -1.369               -0.4206              9046                -1.232e+04          1.349                0.9906               
-1.302e+04          8011                -1.369               -0.4206              1.027e+04           -1.132e+04          1.24                 1.124                
-1.302e+04          8011                -1.369               -0.4206              1.138e+04           -1.021e+04          1.118                1.246                
-1.302e+04          8011                -1.369               -0.4206              1.237e+04           -8981               0.9835               1.354                
-1.302e+04          8011                -1.369               -0.4206              1.323e+04           -7660               0.8388               1.449                
-1.302e+04          8011                -1.369               -0.4206              1.395e+04           -6257               0.6852               1.527                
-1.302e+04          8011                -1.369               -0.4206              1.452e+04           -4787               0.5243               1.59                 
-1.302e+04          8011                -1.369               -0.4206              1.493e+04           -3267               0.3578               1.635                
-1.302e+04          8011                -1.369               -0.4206              1.519e+04           -1712               0.1875               1.663                
-1.302e+04          8011                -1.369               -0.4206              1.529e+04           -138.7              0.01525              1.674                
-1.302e+04          8011                -1.369               -0.4206              1.522e+04           1436                -0.1572              1.667                
-1.302e+04          8011                -1.369               -0.4206              1.499e+04           2995                -0.328               1.641                
-1.302e+04          8011                -1.369               -0.4206              1.46e+04            4523                -0.4952              1.599                
-1.302e+04          8011                -1.369               -0.4206              1.406e+04           6002                -0.6573              1.54                 
-1.302e+04          8011                -1.369               -0.4206              1.337e+04           7418                -0.8123              1.464                
-1.302e+04          8011                -1.369               -0.4206              1.253e+04           8755                -0.9587              1.372                
-1.302e+04          8011                -1.369               -0.4206              1.156e+04           9999                -1.095               1.266                
-1.302e+04          8011                -1.369               -0.4206              1.047e+04           1.114e+04           -1.219               1.147                
-1.302e+04          8011                -1.369               -0.4206              9269                1.216e+04           -1.331               1.015                
-1.302e+04          8011                -1.369               -0.4206              7969                1.305e+04           -1.428               0.8727               
-1.302e+04          8011                -1.369               -0.4206              6583                1.38e+04            -1.511               0.7209               
-1.302e+04          8011                -1.369               -0.4206              5128                1.44e+04            -1.577               0.5615               
-1.302e+04          8011                -1.369               -0.4206              3617                1.485e+04           -1.626               0.3962               
-1.302e+04          8011                -1.369               -0.4206              2069                1.515e+04           -1.658               0.2266               
-1.302e+04          8011                -1.369               -0.4206              498.2               1.528e+04           -1.673               0.05462              
-1.302e+04          8011                -1.369               -0.4206              -1078               1.525e+04           -1.67                -0.1179              
-1.302e+04          8011                -1.369               -0.4206              -2642               1.506e+04           -1.649               -0.2893              
-1.302e+04          8011                -1.369               -0.4206              -4179               1.47e+04            -1.61                -0.4575              
-1.302e+04          8011                -1.369               -0.4206              -5671               1.42e+04            -1.554               -0.6209              
-1.302e+04          8011                -1.369               -0.4206              -7103               1.354e+04           -1.482               -0.7777              
-1.302e+04          8011                -1.369               -0.4206              -8459               1.273e+04           -1.394               -0.9262              
-1.302e+04          8011                -1.369               -0.4206              -9725               1.179e+04           -1.291               -1.065               
-1.302e+04          8011                -1.369               -0.4206              -1.089e+04          1.073e+04           -1.175               -1.192               
-1.302e+04          8011                -1.369               -0.4206              -1.194e+04          9552                -1.046               -1.307               
-1.302e+04          8011                -1.369               -0.4206              -1.286e+04          8272                -0.9057              -1.408               
-1.302e+04          8011                -1.369               -0.4206              -1.364e+04          6904                -0.756               -1.493               
-1.302e+04          8011                -1.369               -0.4206              -1.428e+04          5463                -0.5982              -1.563               
-1.302e+04          8011                -1.369               -0.4206              -1.476e+04          3964                -0.434               -1.617               
-1.302e+04          8011                -1.369               -0.4206              -1.509e+04          2422                -0.2652              -1.653               
-1.302e+04          8011                -1.369               -0.4206              -1.526e+04          854.8               -0.09358             -1.671               
-1.302e+04          8011                -1.369               -0.4206              -1.527e+04          -721.6              0.07902              -1.672               
-1.302e+04          8011                -1.369               -0.4206              -1.511e+04          -2290               0.2508               -1.655               
-1.302e+04          8011                -1.369               -0.4206              -1.48e+04           -3834               0.4199               -1.62                
-1.302e+04          8011                -1.369               -0.4206              -1.433e+04          -5338               0.5845               -1.568               
-1.302e+04          8011                -1.369               -0.4206              -1.37e+04           -6784               0.7429               -1.5                 
-1.302e+04          8011                -1.369               -0.4206              -1.293e+04          -8159               0.8934               -1.415               
-1.302e+04          8011                -1.369               -0.4206              -1.202e+04          -9447               1.034                -1.316               
-1.302e+04          8011                -1.369               -0.4206              -1.098e+04          -1.063e+04          1.164                -1.202               
-1.302e+04          8011                -1.369               -0.4206              -9829               -1.171e+04          1.282                -1.076               
-1.302e+04          8011                -1.369               -0.4206              -8571               -1.266e+04          1.386                -0.9384              
-1.302e+04          8011                -1.369               -0.4206              -7222               -1.347e+04          1.475                -0.7907              
-1.302e+04          8011                -1.369               -0.4206              -5797               -1.415e+04          1.549                -0.6346              
-1.302e+04          8011                -1.369               -0.4206              -4309               -1.467e+04          1.606                -0.4718              
-1.302e+04          8011                -1.369               -0.4206              -2776               -1.503e+04          1.646                -0.3039              
-1.302e+04          8011                -1.369               -0.4206              -1213               -1.524e+04          1.669                -0.1328              
-1.302e+04          8011                -1.369               -0.4206              362.1               -1.528e+04          1.673                0.03976              
-1.302e+04          8011                -1.369               -0.4206              1934                -1.516e+04          1.66                 0.2119               
-1.302e+04          8011                -1.369               -0.4206              3485                -1.488e+04          1.63                 0.3817               
-1.302e+04          8011                -1.369               -0.4206              4999                -1.445e+04          1.582                0.5475               
-1.302e+04          8011                -1.369               -0.4206              6460                -1.385e+04          1.517                0.7075               
-1.302e+04          8011                -1.369               -0.4206              7852                -1.311e+04          1.436                0.8599               
-1.302e+04          8011                -1.369               -0.4206              9161                -1.224e+04          1.34                 1.003                
-1.302e+04          8011                -1.369               -0.4206              1.037e+04           -1.123e+04          1.229                1.136                
-1.302e+04          8011                -1.369               -0.4206              1.147e+04           -1.01e+04           1.106                1.256                
-1.302e+04          8011                -1.369               -0.4206              1.245e+04           -8865               0.9707               1.364                
-1.302e+04          8011                -1.369               -0.4206              1.33e+04            -7535               0.8251               1.456                
-1.302e+04          8011                -1.369               -0.4206              1.4e+04             -6125               0.6707               1.534                
-1.302e+04          8011                -1.369               -0.4206              1.456e+04           -4651               0.5092               1.595                
-1.302e+04          8011                -1.369               -0.4206              1.496e+04           -3126               0.3423               1.639                
-1.302e+04          8011                -1.369               -0.4206              1.52e+04            -1569               0.1718               1.665                
-1.302e+04          8011                -1.369               -0.4206              1.528e+04           5.091               -0.0006023           1.674                
-1.302e+04          8011                -1.369               -0.4206              1.52e+04            1579                -0.173               1.665                
-1.302e+04          8011                -1.369               -0.4206              1.496e+04           3136                -0.3435              1.638                
-1.302e+04          8011                -1.369               -0.4206              1.456e+04           4660                -0.5103              1.594                
-1.302e+04          8011                -1.369               -0.4206              1.4e+04             6134                -0.6718              1.533                
-1.302e+04          8011                -1.369               -0.4206              1.329e+04           7543                -0.8261              1.456                
-1.302e+04          8011                -1.369               -0.4206              1.245e+04           8872                -0.9717              1.363                
-1.302e+04          8011                -1.369               -0.4206              1.147e+04           1.011e+04           -1.107               1.256                
-1.302e+04          8011                -1.369               -0.4206              1.037e+04           1.123e+04           -1.23                1.135                
-1.302e+04          8011                -1.369               -0.4206              9153                1.224e+04           -1.341               1.003                
-1.302e+04          8011                -1.369               -0.4206              7844                1.312e+04           -1.437               0.8592               
-1.302e+04          8011                -1.369               -0.4206              6452                1.386e+04           -1.518               0.7067               
-1.302e+04          8011                -1.369               -0.4206              4991                1.445e+04           -1.582               0.5467               
-1.302e+04          8011                -1.369               -0.4206              3477                1.488e+04           -1.63                0.3808               
-1.302e+04          8011                -1.369               -0.4206              1926                1.516e+04           -1.661               0.211                
-1.302e+04          8011                -1.369               -0.4206              354                 1.528e+04           -1.673               0.03889              
-1.302e+04          8011                -1.369               -0.4206              -1222               1.524e+04           -1.669               -0.1336              
-1.302e+04          8011                -1.369               -0.4206              -2784               1.503e+04           -1.646               -0.3047              
-1.302e+04          8011                -1.369               -0.4206              -4317               1.466e+04           -1.606               -0.4726              
-1.302e+04          8011                -1.369               -0.4206              -5804               1.414e+04           -1.549               -0.6354              
-1.302e+04          8011                -1.369               -0.4206              -7230               1.347e+04           -1.475               -0.7915              
-1.302e+04          8011                -1.369               -0.4206              -8578               1.265e+04           -1.385               -0.9392              
-1.302e+04          8011                -1.369               -0.4206              -9836               1.17e+04            -1.281               -1.077               
-1.302e+04          8011                -1.369               -0.4206              -1.099e+04          1.063e+04           -1.164               -1.203               
-1.302e+04          8011                -1.369               -0.4206              -1.202e+04          9439                -1.034               -1.317               
-1.302e+04          8011                -1.369               -0.4206              -1.293e+04          8151                -0.8925              -1.416               
-1.302e+04          8011                -1.369               -0.4206              -1.37e+04           6776                -0.742               -1.5                 
-1.302e+04          8011                -1.369               -0.4206              -1.433e+04          5329                -0.5835              -1.569               
-1.302e+04          8011                -1.369               -0.4206              -1.48e+04           3825                -0.4189              -1.621               
-1.302e+04          8011                -1.369               -0.4206              -1.512e+04          2281                -0.2498              -1.655               
-1.302e+04          8011                -1.369               -0.4206              -1.527e+04          712.1               -0.07803             -1.672               
-1.302e+04          8011                -1.369               -0.4206              -1.526e+04          -864.1              0.09456              -1.671               
-1.302e+04          8011                -1.369               -0.4206              -1.509e+04          -2431               0.2661               -1.652               
-1.302e+04          8011                -1.369               -0.4206              -1.476e+04          -3972               0.4349               -1.616               
-1.302e+04          8011                -1.369               -0.4206              -1.427e+04          -5471               0.599                -1.563               
-1.302e+04          8011                -1.369               -0.4206              -1.364e+04          -6912               0.7568               -1.493               
-1.302e+04          8011                -1.369               -0.4206              -1.285e+04          -8279               0.9065               -1.407               
-1.302e+04          8011                -1.369               -0.4206              -1.193e+04          -9559               1.047                -1.306               
-1.302e+04          8011                -1.369               -0.4206              -1.088e+04          -1.074e+04          1.176                -1.192               
-1.302e+04          8011                -1.369               -0.4206              -9720               -1.18e+04           1.292                -1.064               
-1.302e+04          8011                -1.369               -0.4206              -8453               -1.274e+04          1.395                -0.9255              
-1.302e+04          8011                -1.369               -0.4206              -7097               -1.354e+04          1.483                -0.777               
-1.302e+04          8011                -1.369               -0.4206              -5665               -1.42e+04           1.555                -0.6202              
-1.302e+04          8011                -1.369               -0.4206              -4173               -1.471e+04          1.61                 -0.4568              
-1.302e+04          8011                -1.369               -0.4206              -2636               -1.506e+04          1.649                -0.2886              
-1.302e+04          8011                -1.369               -0.4206              -1072               -1.525e+04          1.67                 -0.1173              
-1.302e+04          8011                -1.369               -0.4206              504.3               -1.528e+04          1.673                0.0553               
-1.302e+04          8011                -1.369               -0.4206              2075                -1.515e+04          1.658                0.2273               
-1.302e+04          8011                -1.369               -0.4206              3623                -1.485e+04          1.626                0.3968               
-1.302e+04          8011                -1.369               -0.4206              5134                -1.44e+04           1.577                0.5622               
-1.302e+04          8011                -1.369               -0.4206              6589                -1.379e+04          1.51                 0.7216               
-1.302e+04          8011                -1.369               -0.4206              7974                -1.304e+04          1.428                0.8732               
-1.302e+04          8011                -1.369               -0.4206              9275                -1.215e+04          1.33                 1.016                
-1.302e+04          8011                -1.369               -0.4206              1.048e+04           -1.113e+04          1.219                1.147                
-1.302e+04          8011                -1.369               -0.4206              1.157e+04           -9993               1.094                1.267                
-1.302e+04          8011                -1.369               -0.4206              1.253e+04           -8749               0.9579               1.373                
-1.302e+04          8011                -1.369               -0.4206              1.337e+04           -7412               0.8115               1.464                
-1.302e+04          8011                -1.369               -0.4206              1.406e+04           -5996               0.6565               1.54                 
-1.302e+04          8011                -1.369               -0.4206              1.46e+04            -4516               0.4944               1.599                
-1.302e+04          8011                -1.369               -0.4206              1.499e+04           -2988               0.3271               1.642                
-1.302e+04          8011                -1.369               -0.4206              1.522e+04           -1428               0.1563               1.667                
-1.302e+04          8011                -1.369               -0.4206              1.528e+04           146.7               -0.01613             1.674                
-1.302e+04          8011                -1.369               -0.4206              1.519e+04           1720                -0.1884              1.663                
-1.302e+04          8011                -1.369               -0.4206              1.493e+04           3275                -0.3587              1.635                
-1.302e+04          8011                -1.369               -0.4206              1.451e+04           4795                -0.5252              1.589                
-1.302e+04          8011                -1.369               -0.4206              1.394e+04           6264                -0.686               1.527                
-1.302e+04          8011                -1.369               -0.4206              1.322e+04           7667                -0.8396              1.448                
-1.302e+04          8011                -1.369               -0.4206              1.236e+04           8988                -0.9843              1.354                
-1.302e+04          8011                -1.369               -0.4206              1.137e+04           1.021e+04           -1.118               1.246                
-1.302e+04          8011                -1.369               -0.4206              1.026e+04           1.133e+04           -1.241               1.124                
-1.302e+04          8011                -1.369               -0.4206              9040                1.233e+04           -1.35                0.99                 
-1.302e+04          8011                -1.369               -0.4206              7722                1.319e+04           -1.445               0.8457               
-1.302e+04          8011                -1.369               -0.4206              6323                1.392e+04           -1.524               0.6925               
-1.302e+04          8011                -1.369               -0.4206              4856                1.449e+04           -1.587               0.5319               
-1.302e+04          8011                -1.369               -0.4206              3338                1.492e+04           -1.634               0.3656               
-1.302e+04          8011                -1.369               -0.4206              1784                1.518e+04           -1.662               0.1955               
-1.302e+04          8011                -1.369               -0.4206              211.8               1.528e+04           -1.674               0.02326              
-1.302e+04          8011                -1.369               -0.4206              -1363               1.522e+04           -1.667               -0.1492              
-1.302e+04          8011                -1.369               -0.4206              -2924               1.5e+04             -1.643               -0.3201              
-1.302e+04          8011                -1.369               -0.4206              -4453               1.462e+04           -1.601               -0.4876              
-1.302e+04          8011                -1.369               -0.4206              -5935               1.409e+04           -1.543               -0.6499              
-1.302e+04          8011                -1.369               -0.4206              -7354               1.34e+04            -1.467               -0.8052              
-1.302e+04          8011                -1.369               -0.4206              -8695               1.257e+04           -1.377               -0.9521              
-1.302e+04          8011                -1.369               -0.4206              -9943               1.161e+04           -1.271               -1.089               
-1.302e+04          8011                -1.369               -0.4206              -1.109e+04          1.052e+04           -1.152               -1.214               
-1.302e+04          8011                -1.369               -0.4206              -1.211e+04          9327                -1.021               -1.326               
-1.302e+04          8011                -1.369               -0.4206              -1.301e+04          8030                -0.8793              -1.424               
-1.302e+04          8011                -1.369               -0.4206              -1.376e+04          6648                -0.728               -1.507               
-1.302e+04          8011                -1.369               -0.4206              -1.438e+04          5196                -0.5689              -1.574               
-1.302e+04          8011                -1.369               -0.4206              -1.483e+04          3688                -0.4038              -1.624               
-1.302e+04          8011                -1.369               -0.4206              -1.514e+04          2140                -0.2344              -1.657               
-1.302e+04          8011                -1.369               -0.4206              -1.528e+04          570.5               -0.06247             -1.673               
-1.302e+04          8011                -1.369               -0.4206              -1.525e+04          -1006               0.1101               -1.67                
-1.302e+04          8011                -1.369               -0.4206              -1.507e+04          -2571               0.2815               -1.65                
-1.302e+04          8011                -1.369               -0.4206              -1.472e+04          -4109               0.4499               -1.612               
-1.302e+04          8011                -1.369               -0.4206              -1.422e+04          -5603               0.6135               -1.557               
-1.302e+04          8011                -1.369               -0.4206              -1.357e+04          -7038               0.7706               -1.486               
-1.302e+04          8011                -1.369               -0.4206              -1.277e+04          -8398               0.9196               -1.399               
-1.302e+04          8011                -1.369               -0.4206              -1.184e+04          -9668               1.059                -1.297               
-1.302e+04          8011                -1.369               -0.4206              -1.078e+04          -1.084e+04          1.187                -1.181               
-1.302e+04          8011                -1.369               -0.4206              -9609               -1.189e+04          1.302                -1.052               
-1.302e+04          8011                -1.369               -0.4206              -8333               -1.281e+04          1.403                -0.9125              
-1.302e+04          8011                -1.369               -0.4206              -6970               -1.36e+04           1.49                 -0.7632              
-1.302e+04          8011                -1.369               -0.4206              -5532               -1.425e+04          1.56                 -0.6057              
-1.302e+04          8011                -1.369               -0.4206              -4035               -1.474e+04          1.615                -0.4419              
-1.302e+04          8011                -1.369               -0.4206              -2496               -1.508e+04          1.651                -0.2733              
-1.302e+04          8011                -1.369               -0.4206              -929.8              -1.526e+04          1.671                -0.1018              
-1.302e+04          8011                -1.369               -0.4206              646.1               -1.527e+04          1.672                0.07077              
-1.302e+04          8011                -1.369               -0.4206              2215                -1.512e+04          1.656                0.2426               
-1.302e+04          8011                -1.369               -0.4206              3761                -1.482e+04          1.622                0.4118               
-1.302e+04          8011                -1.369               -0.4206              5266                -1.435e+04          1.571                0.5767               
-1.302e+04          8011                -1.369               -0.4206              6716                -1.373e+04          1.504                0.7355               
-1.302e+04          8011                -1.369               -0.4206              8094                -1.297e+04          1.42                 0.8864               
-1.302e+04          8011                -1.369               -0.4206              9387                -1.206e+04          1.321                1.028                
-1.302e+04          8011                -1.369               -0.4206              1.058e+04           -1.103e+04          1.208                1.158                
-1.302e+04          8011                -1.369               -0.4206              1.166e+04           -9886               1.082                1.277                
-1.302e+04          8011                -1.369               -0.4206              1.262e+04           -8632               0.9453               1.381                
-1.302e+04          8011                -1.369               -0.4206              1.344e+04           -7287               0.798                1.471                
-1.302e+04          8011                -1.369               -0.4206              1.412e+04           -5865               0.6422               1.546                
-1.302e+04          8011                -1.369               -0.4206              1.464e+04           -4380               0.4797               1.604                
-1.302e+04          8011                -1.369               -0.4206              1.502e+04           -2849               0.312                1.645                
-1.302e+04          8011                -1.369               -0.4206              1.523e+04           -1287               0.1409               1.668                
-1.302e+04          8011                -1.369               -0.4206              1.528e+04           288.2               -0.03155             1.674                
-1.302e+04          8011                -1.369               -0.4206              1.517e+04           1860                -0.2037              1.661                
-1.302e+04          8011                -1.369               -0.4206              1.49e+04            3413                -0.3737              1.632                
-1.302e+04          8011                -1.369               -0.4206              1.447e+04           4929                -0.5397              1.585                
-1.302e+04          8011                -1.369               -0.4206              1.389e+04           6393                -0.7                 1.521                
-1.302e+04          8011                -1.369               -0.4206              1.315e+04           7789                -0.8529              1.44                 
-1.302e+04          8011                -1.369               -0.4206              1.228e+04           9102                -0.9967              1.345                
-1.302e+04          8011                -1.369               -0.4206              1.128e+04           1.032e+04           -1.13                1.235                
-1.302e+04          8011                -1.369               -0.4206              1.016e+04           1.142e+04           -1.251               1.112                
-1.302e+04          8011                -1.369               -0.4206              8926                1.241e+04           -1.359               0.9775               
-1.302e+04          8011                -1.369               -0.4206              7601                1.326e+04           -1.452               0.8324               
-1.302e+04          8011                -1.369               -0.4206              6195                1.397e+04           -1.53                0.6784               
-1.302e+04          8011                -1.369               -0.4206              4723                1.454e+04           -1.592               0.5172               
-1.302e+04          8011                -1.369               -0.4206              3201                1.495e+04           -1.637               0.3506               
-1.302e+04          8011                -1.369               -0.4206              1645                1.52e+04            -1.664               0.1802               
-1.302e+04          8011                -1.369               -0.4206              70.98               1.529e+04           -1.674               0.007846             
-1.302e+04          8011                -1.369               -0.4206              -1504               1.521e+04           -1.666               -0.1646              
-1.302e+04          8011                -1.369               -0.4206              -3062               1.498e+04           -1.64                -0.3352              
-1.302e+04          8011                -1.369               -0.4206              -4588               1.458e+04           -1.597               -0.5023              
-1.302e+04          8011                -1.369               -0.4206              -6065               1.403e+04           -1.536               -0.6641              
-1.302e+04          8011                -1.369               -0.4206              -7478               1.333e+04           -1.46                -0.8187              
-1.302e+04          8011                -1.369               -0.4206              -8811               1.249e+04           -1.368               -0.9647              
-1.302e+04          8011                -1.369               -0.4206              -1.005e+04          1.152e+04           -1.261               -1.1                 
-1.302e+04          8011                -1.369               -0.4206              -1.118e+04          1.042e+04           -1.141               -1.224               
-1.302e+04          8011                -1.369               -0.4206              -1.22e+04           9215                -1.009               -1.335               
-1.302e+04          8011                -1.369               -0.4206              -1.308e+04          7910                -0.8661              -1.432               
-1.302e+04          8011                -1.369               -0.4206              -1.383e+04          6522                -0.714               -1.514               
-1.302e+04          8011                -1.369               -0.4206              -1.442e+04          5063                -0.5543              -1.579               
-1.302e+04          8011                -1.369               -0.4206              -1.487e+04          3551                -0.3888              -1.628               
-1.302e+04          8011                -1.369               -0.4206              -1.516e+04          2001                -0.219               -1.659               
-1.302e+04          8011                -1.369               -0.4206              -1.528e+04          429.6               -0.047               -1.673               
-1.302e+04          8011                -1.369               -0.4206              -1.524e+04          -1146               0.1255               -1.669               
-1.302e+04          8011                -1.369               -0.4206              -1.504e+04          -2710               0.2967               -1.647               
-1.302e+04          8011                -1.369               -0.4206              -1.469e+04          -4245               0.4648               -1.608               
-1.302e+04          8011                -1.369               -0.4206              -1.417e+04          -5734               0.6279               -1.552               
-1.302e+04          8011                -1.369               -0.4206              -1.35e+04           -7163               0.7843               -1.479               
-1.302e+04          8011                -1.369               -0.4206              -1.27e+04           -8515               0.9324               -1.39                
-1.302e+04          8011                -1.369               -0.4206              -1.175e+04          -9777               1.071                -1.287               
-1.302e+04          8011                -1.369               -0.4206              -1.068e+04          -1.094e+04          1.197                -1.17                
