1.5998	0.8764	2.3309
3.5765	0.8251	1.3803
1.6051	0.9793	1.4540
1.9563	0.8123	1.5671
2.9914	0.8031	1.4272
2.9927	0.8267	1.7934
4.3721	0.8320	1.9541
3.9176	0.8318	1.9754
2.2600	0.8969	1.6331
5.8653	0.8659	1.3670
2.2631	0.8691	1.4643
2.9903	0.8166	2.1904
1.9561	0.9810	1.5710
2.2645	0.8876	2.6498
2.9924	0.7651	1.6049
4.3708	0.8348	2.5374
1.9624	0.8374	1.8620
1.6012	0.9288	1.5151
3.5774	0.8047	1.8361
3.3939	0.8993	1.5645
1.9550	0.8871	2.1062
5.3017	0.7815	1.7671
2.7730	0.9420	1.9756
1.9546	0.8116	1.7957
4.7897	0.8854	1.9138
2.2653	0.8033	1.5477
3.2002	0.9104	1.2460
1.9619	0.8761	2.1359
7.4881	0.7289	1.5039
1.9594	0.8230	2.1216
2.9951	0.9536	1.8065
1.5987	0.8132	2.5682
1.9603	0.8712	1.3993
3.3861	0.7936	1.6068
2.7736	0.9712	1.6334
3.7489	0.9034	1.9573
3.9127	0.9509	1.9531
4.7909	0.8718	1.0890
3.5777	0.8635	1.2814
2.5264	0.8864	1.7436
1.9563	0.7767	1.5302
1.9624	0.8042	1.5882
2.5292	0.8899	1.2171
1.9594	0.7727	1.7598
5.5346	0.9216	1.8382
5.7629	0.8248	2.8134
1.6015	0.9429	1.7730
3.1978	0.9236	1.3526
1.9559	0.8203	1.7237
2.5322	0.9759	2.4454
1.5990	0.9532	2.2969
1.5985	0.8388	1.8907
2.5320	0.7901	2.0980
3.2010	0.8525	2.3912
2.2572	0.8899	1.4623
1.9565	0.8180	1.1557
1.6045	0.8402	1.9647
3.5761	0.8938	1.7432
5.1732	0.7619	1.4534
3.3919	0.9769	2.2778
2.5266	0.7593	2.7361
2.9908	0.7993	1.1539
1.5967	0.7205	1.9620
1.9560	0.7871	2.6370
1.9548	0.8555	1.8094
1.5961	0.8896	1.8513
3.5710	0.8286	1.1568
4.2314	0.8390	1.6159
3.3937	0.9036	1.7926
3.5758	0.8049	2.2811
2.2615	0.9419	2.2435
2.5330	0.8673	2.2700
4.2244	0.9019	2.8318
2.5326	0.8911	2.1200
1.6020	0.9789	1.4301
2.2617	0.8637	1.5451
1.5987	0.8137	1.2097
1.6019	0.8955	1.8984
1.5963	0.8351	2.1376
3.1997	0.9787	1.1066
2.9865	0.9018	1.5682
6.9567	0.9746	1.9757
1.5962	0.9560	1.9458
3.7449	0.8240	1.8169
2.9930	0.8073	2.1151
3.3936	0.7818	1.9596
2.7683	0.8361	1.1773
2.7706	0.8529	2.2374
3.7477	0.7974	1.5993
1.9603	0.9565	2.0309
2.2604	0.7662	1.8904
1.9554	0.8127	2.4682
1.9611	0.9968	2.7018
1.9626	0.8233	1.5632
2.9885	0.9750	2.8278
5.2944	0.9564	1.5851
2.5274	0.8829	2.1155
2.5262	0.9191	1.8945
1.9615	0.8941	2.5296
3.1920	0.7662	2.0017
2.5298	0.9821	2.6949
4.9188	0.9778	2.8944
1.9547	0.7775	2.1028
3.5721	0.7441	1.7696
5.8644	0.8629	2.4313
3.1926	0.8880	2.2455
7.3155	0.8745	2.0538
4.5141	0.7571	2.7407
2.2603	0.8911	1.7987
6.0825	0.8048	1.9922
1.6049	0.9442	1.9490
1.9593	0.7850	1.6037
3.1928	0.8021	1.2913
2.7704	0.8599	1.4537
1.5979	0.8718	1.8122
3.3878	0.8524	1.4452
1.9639	0.8388	1.3025
2.9916	0.8433	2.0135
2.7660	0.8383	1.2041
2.9879	0.7893	2.0265
2.2665	0.8915	1.2143
6.2868	0.7639	1.7281
1.6022	0.8713	2.7373
3.7488	0.8899	2.1851
1.9605	0.8988	2.3663
1.9577	0.7649	1.6297
2.7663	0.8777	2.4651
4.9220	0.9219	1.2323
1.9580	0.7435	2.6079
2.7640	0.9178	2.1963
2.2643	0.8258	1.6755
2.7721	0.8989	2.1428
1.6040	0.7947	2.2809
2.5313	0.9362	1.4167
2.7697	0.9328	1.4329
1.9636	0.8946	1.4851
2.5240	0.9426	1.5456
2.2649	0.8719	2.0802
6.1833	0.7580	2.1597
3.5694	0.8111	1.4144
3.7461	0.8772	1.1531
4.3763	0.8007	1.4572
1.5982	0.7739	1.6736
3.3871	0.7831	1.7996
3.5765	0.7735	2.1865
2.9915	0.8234	2.0517
4.5185	0.7943	2.1580
2.5319	0.7653	1.8078
2.7668	0.7681	1.5659
1.6024	0.9786	1.4640
7.5743	0.7534	1.1535
8.1422	0.8562	1.6689
2.7679	0.8526	1.4753
2.9949	0.7685	1.8972
3.3889	0.9003	1.1919
2.2598	0.7705	2.0384
2.7653	0.9253	2.7009
1.5987	0.9195	1.0822
3.5719	0.8480	1.5799
1.6049	0.7941	2.0716
2.2632	0.9578	1.4180
1.6049	0.9032	1.2260
1.6024	0.9024	3.0199
2.9877	0.9000	2.1059
3.2007	0.9065	2.0322
1.6050	0.8879	1.2051
5.4122	0.7858	2.5276
3.1977	0.8574	1.3917
2.7642	0.9224	2.1659
1.6042	0.9294	1.3541
7.6607	0.9492	2.5259
9.0313	0.8815	2.4694
2.2655	0.8965	2.2273
1.6017	0.8663	2.1145
2.9947	0.8055	1.7241
1.9636	0.8196	1.7862
2.7732	0.8316	1.5439
2.5260	0.9229	2.8465
2.2569	0.9464	1.3747
1.6021	0.8903	2.0478
1.5992	0.8813	1.4153
6.8664	0.9165	2.6271
3.3898	0.7666	1.2133
4.0769	0.7669	1.6773
1.6028	0.7618	1.9837
3.1936	0.9262	1.3384
2.7679	0.8668	2.2792
3.1915	0.8240	1.8560
4.5230	0.7871	2.3682
2.9934	0.8763	1.3404
4.7914	0.8370	1.4372
2.2590	0.8062	2.0324
2.9943	0.7704	1.6222
3.3879	0.9383	2.3478
1.6057	0.7994	1.5805
5.2978	0.7951	2.4774
7.6535	0.8085	2.6708
2.2586	0.9239	2.1689
1.9561	0.8714	1.8978
3.5727	0.8704	1.3277
6.9590	0.7613	1.8075
3.3889	0.7846	2.4986
1.9636	0.7931	1.2609
5.8641	0.8386	1.4520
1.5987	0.7859	2.8227
1.6031	0.8331	1.5565
2.9900	0.8388	1.6532
1.9602	0.8539	1.6759
3.9142	0.7263	1.2758
1.9596	0.8317	1.2323
2.2609	0.8620	1.3289
2.9887	0.8729	2.6943
1.9606	0.9362	3.1609
2.5329	0.8104	2.5829
5.3010	0.7602	2.4402
2.2626	0.8274	1.8638
1.6056	0.8661	1.4559
3.1977	0.8925	2.0064
7.6600	0.8174	1.6430
1.6051	0.9157	2.2209
3.3873	0.8526	1.0758
4.5169	0.9000	1.6550
3.3921	0.8221	1.5068
1.6041	0.7940	2.0233
2.9899	0.9182	1.2550
6.0769	0.8775	2.4001
1.5976	0.9735	2.0615
1.9590	0.8985	1.2659
2.7735	0.8502	3.0682
2.2573	0.8945	1.7424
3.3936	0.8763	1.3925
2.5269	0.9173	2.7730
2.2644	0.8649	2.2617
1.6016	0.8992	2.7539
2.5231	0.8293	1.0934
2.5241	0.8501	1.7884
1.5959	0.8500	1.5744
5.8688	0.9178	2.4019
5.5351	0.8931	1.8649
7.6600	0.8633	1.2521
4.2317	0.7511	1.8881
4.3710	0.8564	2.1222
1.6032	0.8784	1.9294
3.7486	0.8223	1.9448
4.5226	0.7603	1.5624
2.7644	0.8583	1.3310
2.2592	0.7915	1.8228
1.5970	0.8652	2.3637
2.5309	0.7729	1.4843
5.9786	0.9449	2.6960
3.5682	0.8141	2.0287
4.2252	0.9443	1.8307
9.3791	0.7640	1.5902
1.9581	0.9162	2.2723
2.7721	0.9124	1.1688
9.1731	0.9405	2.9410
3.1957	0.7220	1.7822
1.9632	0.7935	2.7156
5.2933	0.9143	2.1708
1.9616	0.8959	1.0816
3.1989	0.9188	1.8844
1.6025	0.9036	1.3404
4.7880	0.8338	1.8947
2.2605	0.8286	1.2400
1.6023	0.8367	1.6356
1.9572	0.9038	2.0352
5.5302	0.8216	1.2804
2.2638	0.9625	1.7489
6.2903	0.7663	1.3418
2.7695	0.8727	2.2567
3.7476	0.7716	3.1013
3.1990	0.8907	1.3297
1.6036	0.8557	2.2830
1.9613	0.7926	1.2217
2.5311	0.7892	1.6197
3.5693	0.8712	2.8263
1.9569	0.7918	1.1792
5.7573	0.8086	1.6572
5.2996	0.9635	1.8678
2.7709	0.9363	1.5647
2.2630	0.8628	1.7228
6.2923	0.7744	1.6364
2.2613	0.8462	1.3758
3.3906	0.7398	3.0332
3.7443	0.7614	1.8667
1.9623	0.8064	2.4972
1.9641	0.8570	1.2911
6.5820	0.9134	1.7400
2.7739	0.9464	1.6525
1.9617	0.7849	3.0462
3.3910	0.7633	1.4356
2.5311	0.8395	1.6568
4.9253	0.7740	1.8249
3.1930	0.8436	1.7564
3.7500	0.7727	1.5778
1.5990	0.8919	1.1541
2.7681	0.7209	2.0515
1.9565	0.8937	2.0924
3.5696	0.7742	1.3869
1.9610	0.8898	1.9979
1.6051	0.8647	1.6753
5.3025	0.9842	2.6782
2.5299	0.9021	1.2891
8.9569	0.8520	1.8557
10.8287	0.7660	1.6651
2.9857	0.8668	1.4295
6.2898	0.9705	1.5129
1.6018	0.8504	1.4433
5.0529	0.8764	2.3715
1.6048	0.8672	2.1138
1.6017	0.9788	2.1366
1.6009	0.9503	2.0651
2.2622	0.8286	1.5110
2.7710	0.8760	1.8954
4.5205	0.9689	1.4480
2.5314	0.8735	1.4955
3.9110	0.7255	1.1568
4.0754	0.7791	2.2173
1.9626	0.9749	1.9211
2.2593	0.8647	1.2664
6.9574	0.9227	1.4603
2.5261	0.9138	1.5585
2.9888	0.7476	1.5356
1.6028	0.9561	1.4795
2.2646	0.9647	1.5000
1.5998	0.7832	3.0465
2.2584	0.8748	2.1791
1.6040	0.9384	1.6438
10.2804	0.9040	2.4252
1.6056	0.7926	1.4806
4.6537	0.7707	1.6789
3.7517	0.8172	1.5200
4.0746	0.7602	2.2154
4.2318	0.7768	2.3319
1.5992	0.8956	1.4954
2.7719	0.7992	1.8930
3.1951	0.8657	1.0916
1.9601	0.9542	1.4601
2.2577	0.8290	1.7320
1.5978	0.8634	1.6665
1.9634	0.9787	2.2028
4.7935	0.8092	1.9818
7.8268	0.8878	1.7187
5.0557	0.8776	2.7340
1.9618	0.7809	1.9375
3.5770	0.8116	1.0809
1.6013	0.8982	1.7445
2.2620	0.7369	1.5743
5.8712	0.8176	1.5789
3.1995	0.9548	1.3424
2.2596	0.8118	1.7793
1.6019	0.7827	1.7747
1.6050	0.8888	2.1777
1.9588	0.8356	2.5400
1.9591	0.8124	1.7147
1.6017	0.8730	2.6018
5.2991	0.9013	2.0337
5.9802	0.9374	1.5367
2.7661	0.8973	1.6696
5.2927	0.9603	2.4243
2.2657	0.8469	2.5009
2.7700	0.8084	2.2193
2.5315	0.7788	2.3317
2.9909	0.8187	1.5856
3.9096	0.7663	1.1550
1.6023	0.8066	1.9326
2.7671	0.7474	2.3034
2.5296	0.7624	2.5515
3.7442	0.8759	2.2228
1.9627	0.9767	1.2540
2.7714	0.7770	1.3847
1.9567	0.8104	2.6960
1.6054	0.9760	1.6165
2.5328	0.8860	1.6824
