0.00097656,-1.3304
0.0019531,-0.72743
0.0029297,-1.2781
0.0039062,-0.79236
0.0048828,-1.3711
0.0058594,-1.5568
0.0068359,-0.1592
0.0078125,0.84053
0.0087891,-1.5607
0.0097656,-0.22301
0.010742,1.0221
0.011719,-0.59568
0.012695,0.20656
0.013672,0.85953
0.014648,-0.97647
0.015625,1.3429
0.016602,-0.34019
0.017578,0.20669
0.018555,-0.7918
0.019531,-0.034203
0.020508,-0.59742
0.021484,-1.1929
0.022461,-1.0699
0.023438,0.23618
0.024414,-1.7383
0.025391,-1.9322
0.026367,-0.11148
0.027344,-0.3006
0.02832,-0.065842
0.029297,-0.87927
0.030273,-1.4423
0.03125,-0.80028
0.032227,-1.2036
0.033203,-0.72245
0.03418,-1.5312
0.035156,0.092045
0.036133,0.089719
0.037109,-0.10871
0.038086,-1.1225
0.039062,-0.58948
0.040039,-1.1596
0.041016,-0.61033
0.041992,-0.65696
0.042969,-1.3783
0.043945,-1.2814
0.044922,-0.59224
0.045898,-2.2691
0.046875,-0.10398
0.047852,-0.09579
0.048828,-0.42121
0.049805,-0.60572
0.050781,-0.10521
0.051758,-0.98715
0.052734,-1.4552
0.053711,-0.63215
0.054688,-1.1552
0.055664,-1.8268
0.056641,0.014688
0.057617,-1.7808
0.058594,-0.75256
0.05957,0.38889
0.060547,-0.89583
0.061523,-0.42729
0.0625,-1.105
0.063477,-1.2364
0.064453,-0.058897
0.06543,-1.3062
0.066406,-0.43985
0.067383,-0.97355
0.068359,1.0125
0.069336,-1.0829
0.070312,-1.6178
0.071289,0.12743
0.072266,-0.74182
0.073242,-1.4747
0.074219,-0.28023
0.075195,0.081652
0.076172,-1.5944
0.077148,-1.508
0.078125,0.29268
0.079102,-0.52137
0.080078,-0.14362
0.081055,-1.8019
0.082031,-0.73501
0.083008,-1.2025
0.083984,-0.43116
0.084961,0.11719
0.085938,-0.27218
0.086914,-0.91427
0.087891,-1.8029
0.088867,-1.8523
0.089844,-0.64897
0.09082,-1.0625
0.091797,-1.0776
0.092773,-1.1064
0.09375,-1.117
0.094727,1.0213
0.095703,-0.46703
0.09668,-1.2723
0.097656,-1.8847
0.098633,-0.36966
0.099609,-0.075462
0.10059,0.0049166
0.10156,-0.10835
0.10254,0.17761
0.10352,-1.617
0.10449,-0.99269
0.10547,-0.85455
0.10645,-1.6199
0.10742,-1.6603
0.1084,0.93815
0.10938,0.27727
0.11035,-0.87677
0.11133,-2.1535
0.1123,-0.39636
0.11328,0.62501
0.11426,-1.9908
0.11523,-0.79121
0.11621,-0.63024
0.11719,-0.41253
0.11816,-0.64592
0.11914,-0.95508
0.12012,-0.79297
0.12109,-2.9266
0.12207,-1.0717
0.12305,-1.9499
0.12402,-0.29166
0.125,-0.16704
0.12598,-1.3622
0.12695,-0.98725
0.12793,-0.44716
0.12891,0.29784
0.12988,0.11853
0.13086,-0.19099
0.13184,-1.0413
0.13281,-0.081987
0.13379,0.25695
0.13477,1.3526
0.13574,-0.73082
0.13672,-1.2362
0.1377,-0.10673
0.13867,-1.5898
0.13965,-0.91227
0.14062,-1.3267
0.1416,-0.79735
0.14258,-0.37975
0.14355,0.47686
0.14453,-1.5883
0.14551,-0.32387
0.14648,-1.2742
0.14746,-0.34561
0.14844,-0.184
0.14941,0.26082
0.15039,-0.022746
0.15137,-0.96028
0.15234,-1.3825
0.15332,-2.1391
0.1543,-0.39392
0.15527,-0.10028
0.15625,-1.2771
0.15723,-0.068778
0.1582,0.81119
0.15918,0.68712
0.16016,-0.82123
0.16113,-1.645
0.16211,-0.81057
0.16309,0.10943
0.16406,-0.61572
0.16504,-0.80194
0.16602,-1.6421
0.16699,-0.83537
0.16797,-1.875
0.16895,0.18602
0.16992,0.86761
0.1709,0.34884
0.17188,0.20972
0.17285,-0.21908
0.17383,-1.3848
0.1748,-1.8559
0.17578,-0.84775
0.17676,-1.445
0.17773,-0.29245
0.17871,-1.0096
0.17969,-0.42241
0.18066,-0.72273
0.18164,-2.1744
0.18262,-0.37544
0.18359,0.24429
0.18457,-0.11736
0.18555,-1.664
0.18652,-0.66981
0.1875,0.19396
0.18848,-1.3913
0.18945,-0.72784
0.19043,-1.7067
0.19141,-0.73026
0.19238,0.30903
0.19336,0.49142
0.19434,-1.4325
0.19531,-0.80841
0.19629,-0.62279
0.19727,0.61833
0.19824,-2.6514
0.19922,-0.48103
0.2002,-1.1795
0.20117,-0.083309
0.20215,-0.28204
0.20312,0.56577
0.2041,-0.95895
0.20508,0.21408
0.20605,-0.56046
0.20703,-0.95157
0.20801,-0.38604
0.20898,-0.96239
0.20996,1.1259
