Sat.Earth.RadPer          Sat.Earth.RadApo          Sat.Earth.Energy          Sat.Earth.SMA             Sat.Earth.SemilatusRectum   Sat.EarthMJ2000Eq.HX      Sat.EarthMJ2000Eq.HY      Sat.EarthMJ2000Eq.HZ      Sat.EarthMJ2000Eq.X       Sat.EarthMJ2000Eq.Y       Sat.EarthMJ2000Eq.Z       Sat.EarthMJ2000Eq.VX      Sat.EarthMJ2000Eq.VY      Sat.EarthMJ2000Eq.VZ      
18000.00000000386         101999.9999998832         -3.321670345836459        59999.99999994354         30600.00000000031           -1.091393642127514e-11    -78093.44886064429        78093.44886064425         -13331.4150435965         26616.13458659393         26616.13458659394         -3.402100954162375        0.9344340395811759        0.934434039581176         
18000.00000000366         101999.9999998959         -3.321670345836114        59999.99999994978         30600.00000000062           -3.637978807091713e-12    -78093.44886064468        78093.44886064464         -17314.40783706793        27615.36696457916         27615.36696457917         -3.299452480276921        0.7520986156115987        0.7520986156115989        
18000.00000000357         101999.9999999044         -3.321670345835882        59999.99999995397         30600.00000000084           0                         -78093.44886064496        78093.44886064493         -21569.43260218783        28487.90863733114         28487.90863733115         -3.18185817474173         0.5818899527783402        0.5818899527783404        
18000.00000000355         101999.9999999087         -3.321670345835762        59999.99999995613         30600.00000000101           0                         -78093.44886064518        78093.44886064513         -26048.99492220169        29208.20409467051         29208.20409467052         -3.052833309775536        0.4251346184895783        0.4251346184895785        
18000.00000000355         101999.9999999099         -3.321670345835729        59999.99999995673         30600.0000000011            0                         -78093.44886064528        78093.44886064525         -30720.56201402378        29758.31717473985         29758.31717473986         -2.915125096504549        0.2817581384490918        0.2817581384490919        
18000.00000000363         101999.9999999094         -3.321670345835742        59999.9999999565          30600.00000000115           -1.818989403545856e-12    -78093.44886064535        78093.44886064532         -35566.73679119848        30123.85013145699         30123.850131457           -2.770552396070164        0.1508785113299827        0.1508785113299827        
18000.00000000369         101999.9999999077         -3.321670345835787        59999.99999995567         30600.00000000118           -1.364242052659392e-12    -78093.4488606454         78093.44886064537         -40575.69696448048        30289.97684083511         30289.97684083512         -2.620282455452994        0.03141895584907332       0.03141895584907328       
18000.00000000377         101999.9999999054         -3.321670345835847        59999.99999995459         30600.00000000118           -1.818989403545856e-12    -78093.4488606454         78093.44886064537         -45734.34004636157        30239.77429850712         30239.77429850713         -2.465074249220337        -0.07762569508080031      -0.07762569508080039      
18000.00000000386         101999.999999903          -3.321670345835913        59999.9999999534          30600.00000000119           -1.818989403545856e-12    -78093.44886064541        78093.44886064538         -51024.52236193483        29953.8359649179          29953.83596491791         -2.305417911096679        -0.177117560395113        -0.1771175603951131       
18000.00000000393         101999.9999999004         -3.321670345835982        59999.99999995215         30600.0000000012            -1.818989403545856e-12    -78093.44886064543        78093.4488606454          -56421.12811973139        29410.33697962109         29410.3369796211          -2.14159545211218         -0.2677792068946338       -0.267779206894634        
18000.00000000404         101999.9999998979         -3.321670345836047        59999.99999995098         30600.00000000122           -1.818989403545856e-12    -78093.44886064545        78093.44886064541         -61889.6517005338         28585.35372496345         28585.35372496346         -1.973733861281695        -0.3501969663982337       -0.3501969663982339       
18000.00000000407         101999.9999998968         -3.321670345836077        59999.99999995044         30600.00000000124           -1.818989403545856e-12    -78093.44886064547        78093.44886064544         -67000.80071524711        27542.96263502066         27542.96263502067         -1.813965328324854        -0.4198676627900241       -0.4198676627900244       
18000.00000000408         101999.9999998963         -3.32167034583609         59999.9999999502          30600.00000000124           -3.637978807091713e-12    -78093.44886064547        78093.44886064544         -71693.3849483192         26328.06937521501         26328.06937521501         -1.663448923951404        -0.4783990909823851       -0.4783990909823854       
18000.0000000041          101999.9999998961         -3.321670345836095        59999.99999995012         30600.00000000124           -3.637978807091713e-12    -78093.44886064548        78093.44886064544         -75990.55978342018        24967.65248530927         24967.65248530928         -1.520866566305223        -0.527973225502739        -0.5279732255027393       
18000.00000000411         101999.9999998961         -3.321670345836097        59999.99999995009         30600.00000000124           -7.275957614183426e-12    -78093.4488606455         78093.44886064544         -79912.18614093549        23483.60845803715         23483.60845803716         -1.385091575734168        -0.5702071588583011       -0.5702071588583015       
18000.00000000411         101999.999999896          -3.321670345836098        59999.99999995007         30600.00000000124           -1.091393642127514e-11    -78093.44886064547        78093.44886064544         -83475.30986177517        21894.03255052            21894.03255052            -1.255160620783594        -0.6063220544720027       -0.6063220544720032       
18000.00000000409         101999.999999896          -3.321670345836099        59999.99999995004         30600.00000000124           -1.091393642127514e-11    -78093.44886064547        78093.44886064544         -86694.5650529604         20214.12731115719         20214.12731115719         -1.130246214663694        -0.6372545724259735       -0.6372545724259739       
18000.0000000041          101999.999999896          -3.321670345836099        59999.99999995005         30600.00000000124           -1.091393642127514e-11    -78093.44886064547        78093.44886064544         -89582.50729527422        18456.86254127657         18456.86254127656         -1.009632470240055        -0.6637322724651167       -0.6637322724651171       
18000.00000000408         101999.999999896          -3.321670345836099        59999.99999995004         30600.00000000123           -1.2732925824821e-11      -78093.44886064547        78093.44886064543         -92149.8864884675         16633.4652349022          16633.46523490219         -0.8926946254150991       -0.686325792179184        -0.6863257921791844       
18000.00000000408         101999.999999896          -3.321670345836099        59999.99999995004         30600.00000000123           -1.2732925824821e-11      -78093.44886064545        78093.44886064543         -94405.86922142295        14753.79077182467         14753.79077182466         -0.7788820508291856       -0.7054856503738257       -0.7054856503738262       
18000.00000000407         101999.999999896          -3.3216703458361          59999.99999995003         30600.00000000122           -1.2732925824821e-11      -78093.44886064545        78093.44886064541         -96358.21937867331        12826.60970097645         12826.60970097644         -0.6677042128135262       -0.7215686214992186       -0.7215686214992191       
18000.00000000409         101999.999999896          -3.321670345836099        59999.99999995004         30600.00000000122           -1.546140993013978e-11    -78093.44886064544        78093.44886064541         -98013.44421548075        10859.83365948637         10859.83365948636         -0.5587190438146067       -0.7348568715132997       -0.7348568715133001       
18000.00000000408         101999.999999896          -3.321670345836099        59999.99999995004         30600.00000000123           -1.455191522836685e-11    -78093.44886064545        78093.44886064543         -99376.91172141366        8860.696943875642         8860.696943875628         -0.4515232283032342       -0.7455719551764323       -0.7455719551764327       
18000.0000000041          101999.999999896          -3.321670345836099        59999.99999995004         30600.00000000124           -1.546140993013978e-11    -78093.44886064547        78093.44886064544         -100452.9438636767        6835.905586113278         6835.905586113261         -0.3457439865894074       -0.7538850799049347       -0.7538850799049351       
18000.00000000407         101999.999999896          -3.3216703458361          59999.99999995002         30600.0000000012            -1.409716787748039e-11    -78093.44886064543        78093.44886064541         -101244.8892713349        4791.762648492258         4791.762648492242         -0.2410320095262023       -0.7599245871474326       -0.7599245871474329       
18000.0000000041          101999.999999896          -3.321670345836099        59999.99999995005         30600.00000000123           -1.409716787748039e-11    -78093.44886064545        78093.44886064544         -101755.1780673426        2734.276321513571         2734.276321513554         -0.1370552562149203       -0.7637812973743997       -0.7637812973743999       
18000.0000000041          101999.999999896          -3.321670345836099        59999.99999995004         30600.00000000123           -1.386979420203716e-11    -78093.44886064545        78093.44886064544         -101985.3608431669        669.2559660640674         669.2559660640495         -0.03349337295529878      -0.765512153661241        -0.7655121536612413       
18000.00000000409         101999.999999896          -3.3216703458361          59999.99999995003         30600.00000000123           -1.364242052659392e-11    -78093.44886064545        78093.44886064543         -101936.1331662904        -1397.599717535717        -1397.599717535735        0.06996747455066953       -0.765142446699846        -0.7651424466998462       
18000.00000000407         101999.999999896          -3.3216703458361          59999.99999995002         30600.00000000123           -1.318767317570746e-11    -78093.44886064545        78093.44886064544         -101607.3464821712        -3460.618812068642        -3460.61881206866         0.1736395411482619        -0.7626667881896338       -0.7626667881896341       
18000.00000000411         101999.999999896          -3.321670345836099        59999.99999995005         30600.00000000124           -1.2732925824821e-11      -78093.44886064547        78093.44886064544         -100998.0057906508        -5514.073334882303        -5514.073334882322        0.2778383872766767        -0.7580489042194888       -0.758048904219489        
18000.00000000407         101999.999999896          -3.3216703458361          59999.99999995003         30600.00000000124           -1.364242052659392e-11    -78093.44886064548        78093.44886064545         -100106.2540159919        -7552.094231127417        -7552.094231127437        0.3828878790540809        -0.7512202335136732       -0.7512202335136733       
18000.0000000041          101999.999999896          -3.321670345836099        59999.99999995004         30600.00000000124           -1.364242052659392e-11    -78093.44886064545        78093.44886064545         -98929.34252450489        -9568.580862811232        -9568.58086281125         0.4891254796340053        -0.7420772268704973       -0.7420772268704973       
18000.00000000409         101999.999999896          -3.321670345836099        59999.99999995004         30600.00000000123           -1.2732925824821e-11      -78093.44886064545        78093.44886064544         -97463.58674862565        -11557.10123547981        -11557.10123547983        0.5969080239975757        -0.7304771430448016       -0.7304771430448016       
18000.00000000409         101999.999999896          -3.321670345836099        59999.99999995004         30600.00000000123           -1.2732925824821e-11      -78093.44886064545        78093.44886064544         -95704.30532431339        -13510.77848809704        -13510.77848809706        0.7066181957353996        -0.7162320097316628       -0.7162320097316628       
18000.00000000408         101999.999999896          -3.321670345836099        59999.99999995004         30600.00000000124           -1.455191522836685e-11    -78093.44886064547        78093.44886064545         -93645.74050999578        -15422.15806000124        -15422.15806000125        0.8186719623690071        -0.6991002484593647       -0.6991002484593646       
18000.00000000411         101999.999999896          -3.321670345836099        59999.99999995005         30600.00000000124           -1.2732925824821e-11      -78093.44886064547        78093.44886064545         -91280.95689709655        -17283.04829194271        -17283.04829194273        0.933527276466405         -0.6787752228482786       -0.6787752228482785       
18000.00000000411         101999.999999896          -3.321670345836099        59999.99999995004         30600.00000000124           -1.637090463191271e-11    -78093.44886064545        78093.44886064545         -88601.71450956662        -19084.32477754295        -19084.32477754297        1.051694413339721         -0.6548696199719456       -0.6548696199719454       
18000.00000000412         101999.999999896          -3.321670345836099        59999.99999995004         30600.00000000124           -1.637090463191271e-11    -78093.44886064547        78093.44886064545         -85598.31129119275        -20815.68517730678        -20815.68517730679        1.173748389398786         -0.6268940484935789       -0.6268940484935787       
18000.00000000409         101999.9999998959         -3.321670345836102        59999.99999994999         30600.00000000123           -1.455191522836685e-11    -78093.44886064544        78093.44886064544         -82259.38868104732        -22465.3358281454         -22465.33582814542        1.300343976855503         -0.5942274251272505       -0.5942274251272502       
18000.0000000041          101999.9999998958         -3.321670345836103        59999.99999994997         30600.00000000123           -1.455191522836685e-11    -78093.44886064544        78093.44886064544         -78571.6925197729         -24019.5833246609         -24019.58332466092        1.432233868771999         -0.5560754351610758       -0.5560754351610756       
18000.00000000409         101999.9999998957         -3.321670345836107        59999.99999994991         30600.00000000123           -1.455191522836685e-11    -78093.44886064545        78093.44886064544         -74519.78009405568        -25462.29163235858        -25462.2916323586         1.57029047377245          -0.5114112631818781       -0.5114112631818779       
18000.00000000409         101999.9999998954         -3.321670345836116        59999.99999994973         30600.0000000012            -1.818989403545856e-11    -78093.44886064541        78093.44886064543         -70085.66324203118        -26774.1453209027         -26774.14532090272        1.715531438553694         -0.4588892982458631       -0.4588892982458626       
18000.00000000411         101999.9999998946         -3.321670345836139        59999.99999994933         30600.00000000117           -2.182787284255028e-11    -78093.44886064537        78093.44886064538         -65248.37847589561        -27931.62703910207        -27931.62703910208        1.869147840412296         -0.3967165024778149       -0.3967165024778144       
18000.00000000407         101999.9999998924         -3.321670345836198        59999.99999994825         30600.00000000104           -2.000888343900442e-11    -78093.44886064521        78093.44886064522         -59983.48144116858        -28905.56297307011        -28905.56297307012        2.032530912079723         -0.3224554180934573       -0.3224554180934567       
18000.00000000403         101999.9999998867         -3.321670345836357        59999.99999994539         30600.00000000073           -2.091837814077735e-11    -78093.4488606448         78093.4488606448          -54262.48323179391        -29658.99583216868        -29658.99583216869        2.20728525407564          -0.2327129898509538       -0.2327129898509532       
18000.00000000387         101999.9999998701         -3.321670345836822        59999.99999993698         30599.99999999975           -2.273736754432321e-11    -78093.44886064356        78093.44886064355         -48052.30179159733        -30143.97550043976        -30143.97550043978        2.395196113915246         -0.1226312926608704       -0.1226312926608697       
18000.00000000358         101999.9999998435         -3.321670345837568        59999.99999992352         30599.99999999815           -2.336264515179209e-11    -78093.44886064151        78093.44886064151         -41733.15935411744        -30298.21517841948        -30298.21517841949        2.585491392823677         0.005806550590276262      0.005806550590277034      
18000.0000000035          101999.9999998355         -3.321670345837789        59999.99999991952         30599.99999999764           -2.273736754432321e-11    -78093.44886064087        78093.44886064087         -36268.78446993777        -30159.97443599411        -30159.97443599412        2.749527265333644         0.1332336675604871        0.1332336675604879        
18000.00000000313         101999.9999998191         -3.321670345838253        59999.99999991113         30599.99999999641           -2.364686224609613e-11    -78093.4488606393         78093.4488606393          -30489.62703891643        -29735.75936722806        -29735.75936722807        2.921980812646187         0.2884216802206492        0.28842168022065          
18000.00000000254         101999.9999998119         -3.321670345838469        59999.99999990723         30599.99999999522           -2.000888343900442e-11    -78093.44886063777        78093.44886063777         -24903.30727516947        -29042.45667910147        -29042.45667910148        3.08619243921573          0.463278279915818         0.4632782799158189        
18000.00000000155         101999.9999998268         -3.321670345838086        59999.99999991415         30599.99999999445           -1.818989403545856e-11    -78093.4488606368         78093.4488606368          -19599.61519973658        -28107.77123864345        -28107.77123864346        3.237072828140643         0.6578421843578994        0.6578421843579003        
18000.00000000127         101999.999999837          -3.321670345837811        59999.99999991912         30599.99999999449           -1.818989403545856e-11    -78093.44886063685        78093.44886063684         -15330.99753329838        -27141.01874275999        -27141.01874276           3.351707158320229         0.8398212781399671        0.8398212781399681        
18000.00000000097         101999.9999998498         -3.321670345837465        59999.99999992538         30599.99999999464           -2.546585164964199e-11    -78093.44886063704        78093.44886063704         -11452.71040175665        -26077.77003582248        -26077.77003582249        3.446801287988121         1.029576586943586         1.029576586943587         
18000.00000000065         101999.9999998651         -3.321670345837051        59999.99999993286         30599.99999999488           -2.546585164964199e-11    -78093.44886063733        78093.44886063733         -7899.642497400367        -24929.44509289583        -24929.44509289584        3.521849801878479         1.228449566409087         1.228449566409088         
18000.00000000028         101999.9999998835         -3.321670345836552        59999.99999994187         30599.99999999517           -2.182787284255028e-11    -78093.44886063773        78093.44886063771         -4621.310395014648        -23700.68688183216        -23700.68688183216        3.575353487239865         1.43787888376192          1.437878883761921         
17999.99999999988         101999.9999999059         -3.32167034583594         59999.99999995291         30599.9999999956            -1.455191522836685e-11    -78093.44886063827        78093.44886063825         -1582.566622149906        -22392.85433308054        -22392.85433308055        3.604678723948415         1.659075002306323         1.659075002306324         
17999.99999999943         101999.9999999318         -3.321670345835239        59999.99999996558         30599.99999999611           -2.182787284255028e-11    -78093.44886063891        78093.44886063891         1230.1240402817           -21010.58960959601        -21010.58960959601        3.60608798901939          1.892015724468066         1.892015724468068         
17999.99999999844         101999.9999999899         -3.321670345833656        59999.99999999417         30599.99999999733           -2.182787284255028e-11    -78093.44886064046        78093.44886064046         4015.727664718042         -19443.53275279983        -19443.53275279983        3.571293767736566         2.155246132307711         2.155246132307713         
17999.99999999822         102000.0000000055         -3.32167034583323         60000.00000000188         30599.99999999769           -2.182787284255028e-11    -78093.44886064093        78093.44886064093         6276.59510362938          -17991.37135201763        -17991.37135201763        3.504131124577819         2.397689238150172         2.397689238150174         
17999.99999999804         102000.000000023          -3.32167034583275         60000.00000001054         30599.99999999821           -2.182787284255028e-11    -78093.4488606416         78093.4488606416          8462.508275721932         -16390.59153671568        -16390.59153671568        3.390304766888498         2.66166336359306          2.661663363593061         
17999.99999999829         102000.0000000196         -3.321670345832837        60000.00000000896         30599.9999999984            -2.182787284255028e-11    -78093.44886064183        78093.44886064183         10366.89724084641         -14789.03508375959        -14789.03508375959        3.2337254356884           2.919848556203968         2.91984855620397          
17999.99999999878         102000.000000002          -3.321670345833311        60000.0000000004          30599.99999999833           -2.182787284255028e-11    -78093.44886064174        78093.44886064174         11992.14305270855         -13215.0052813846         -13215.0052813846         3.037595630406622         3.164705957500706         3.164705957500708         
17999.99999999944         101999.9999999773         -3.321670345833978        59999.99999998837         30599.99999999816           -2.182787284255028e-11    -78093.44886064153        78093.44886064151         13378.08135257774         -11661.19063198644        -11661.19063198644        2.802894723625902         3.394235538738255         3.394235538738256         
18000.00000000018         101999.9999999481         -3.321670345834765        59999.99999997415         30599.99999999792           -1.455191522836685e-11    -78093.44886064123        78093.44886064122         14559.41533251247         -10112.53168091312        -10112.53168091312        2.529146069513958         3.607107696814476         3.607107696814477         
18000.00000000101         101999.9999999166         -3.321670345835614        59999.99999995881         30599.99999999773           -2.546585164964199e-11    -78093.44886064099        78093.44886064097         15560.04218073053         -8552.461269075971        -8552.461269075968        2.214993139656006         3.801391097494247         3.801391097494248         
18000.00000000193         101999.9999998848         -3.32167034583647         59999.99999994335         30599.99999999761           -2.546585164964199e-11    -78093.44886064084        78093.44886064083         16394.25894867669         -6962.627597971858        -6962.627597971855        1.858305785413903         3.97424231968145          3.974242319681451         
18000.00000000288         101999.9999998584         -3.321670345837173        59999.99999993064         30599.99999999778           -2.182787284255028e-11    -78093.44886064107        78093.44886064103         17067.50264783968         -5320.966396410853        -5320.966396410849        1.456031806827596         4.121631265914001         4.121631265914003         
18000.00000000362         101999.9999998527         -3.321670345837312        59999.99999992814         30599.99999999862           -2.182787284255028e-11    -78093.44886064212        78093.44886064209         17575.67211774121         -3597.015344499781        -3597.015344499778        1.003424900509323         4.237909856162554         4.237909856162556         
18000.00000000357         101999.9999998839         -3.321670345836448        59999.99999994374         30599.99999999995           -2.000888343900442e-11    -78093.44886064382        78093.44886064378         17884.3734805693          -1880.096347059961        -1880.096347059957        0.5307405954833292        4.310780329520663         4.310780329520665         
18000.00000000313         101999.9999999257         -3.321670345835305        59999.9999999644          30600.00000000119           -2.034994395216927e-11    -78093.44886064541        78093.44886064538         17998.63171335817         -204.6193879434381        -204.6193879434335        0.05801954781986249       4.338195157264726         4.338195157264728         
18000.00000000314         101999.9999999264         -3.321670345835283        59999.99999996478         30600.00000000122           -2.050000402450177e-11    -78093.44886064545        78093.44886064541         18000.00000000314         1.655082843576849e-05     1.655083316087769e-05     -4.692870390898829e-09    4.338524936701766         4.338524936701768         
